Symbol,Name,PE Ratio,Sector PE,PB Ratio,Sector PB,PEG Ratio,EV/EBITDA,ROA %,ROE %,ROCE %,ROE 3Y Avg %,ROCE 3Y Avg %,Net Profit (Cr),Net Profit Prev (Cr),Debt/Equity,Interest Coverage,Net Profit Margin %,EPS Current,EPS Last Year,EPS Growth 3Y %,Sales Growth 1Y %,Sales Growth 3Y %,Profit Growth 1Y %,Profit Growth 3Y %,Free Cash Flow (Cr),Dividend Yield %,Dividend Payout %,Promoter Holding %,Pledge %,FII Change %,DII Change %
CUPID.NS,Cupid,276.63,36.64,84.23,8.53,5.41,197.99,23.39,27.3,33.46,19.9,24.31,108.26,40.93,0.13,56.59,27.66,1.02,0.81,50.77,116.02,34.96,188.13,51.17,21.43,0,0,46.24,8.03,3.16,0.17
CYIENT.NS,Cyient,24.61,24.61,1.77,3.01,-5.34,8.55,6.45,8.61,12.28,12.82,16.92,463,648.3,0.08,11.5,7.05,34.04,38.51,-4.76,3.19,6.51,-34.86,-4.61,693,1.77,41.58,24.7,0,-0.8,-3.49
DABUR.NS,Dabur India,35.88,36.64,6.21,8.53,9.78,22.81,11.05,17,20.28,17.78,20.93,1868.69,1740.42,0.11,18.15,14.11,11.12,10.68,3.64,7.4,4.59,11.36,3.67,2179.71,2.06,77.22,66.24,0,-0.32,0.14
DALBHARAT.NS,Dalmia BharatLtd,32.39,32.39,1.98,1.89,-46.94,12.89,3.46,6.11,7.59,5.04,6.63,1157,699,0.41,3.72,7.42,49.74,60.73,-0.71,7.6,2.99,19.02,-0.69,237,0.47,15.01,55.84,0,-0.34,-0.3
DATAMATICS.NS,Datamatics Glob.,19.14,24.61,3.14,3.01,1.99,10.74,10.89,16.45,20.81,15.2,19.01,194.95,205.51,0.14,20.15,12.09,36.57,32.86,9.53,13.17,10.84,38.73,9.63,285.45,0.61,15.22,66.33,0,0.02,-0.01
DATAPATTNS.NS,Data Pattern,97.34,70.68,15.16,9.24,3.74,65.88,13.12,15.24,21.92,14.83,20.87,271.37,221.81,0,29.87,26.73,47.86,48.47,26.05,33.81,26.81,25.98,26.05,8.09,0.21,20.64,42.41,0,0.03,0.3
DBCORP.NS,D B Corp,10.44,7.14,1.51,0.61,0.42,5.1,10.65,14.31,18.28,16.96,21.48,332,370.98,0.11,19.58,14.13,19.74,18.63,25.02,3.95,3.42,5.37,25.09,193.78,3.39,37.58,74.5,0,-0.2,0.06
DBL.NS,Dilip Buildcon,12.07,16.03,0.99,1.86,0.2,7.15,3.4,10.29,13.32,7.67,12.85,1398.36,839.92,1.18,1.5,7.31,73.03,80.17,58.31,-19.08,-5.45,21.88,61.17,1241.93,0.24,1.25,63.14,14.16,0.02,0.02
DBREALTY.NS,Valor Estate,0,26.83,1.39,2.45,0,64.39,-0.12,-0.19,1.55,8.52,7.48,27.02,-118.03,0.18,0.82,-0.56,0.22,0.47,25.81,-49.5,31.65,70.9,25.71,924.81,0,0,47.17,44.72,-0.28,0.1
DCBBANK.NS,DCB Bank,7.72,14.1,0.93,1.33,0.48,13.46,0.89,11.96,7.4,11.54,7.53,731.56,615.33,12.04,1.21,9.88,24.59,22.73,14.93,11.48,20.8,22.81,16.2,6551.16,0.77,6.38,16.22,0,0.84,-0.52
DCMSHRIRAM.NS,DCM Shriram,12.29,19.81,2.18,1.51,-8.25,10.91,6.32,11.5,11.51,8.95,10.62,855.98,604.27,0.38,7.02,6.27,91.88,54.73,-1.49,11.05,5.45,121.91,-1.49,354.45,1.04,20.57,66.53,0,-0.08,-0.1
DEEPAKFERT.NS,Deepak Fertilis.,18.8,18.77,2.7,1.21,-1.2,11.25,4.9,10.9,11.42,11.43,12.58,738.76,944.67,0.83,4.66,6.21,77.96,58.4,-15.63,13.63,0.6,0.3,-15.63,-1362.92,0.68,17.12,45.63,5.47,-0.29,1.45
DEEPAKNTR.NS,Deepak Nitrite,30.14,27.92,4.09,2.82,-2.28,18.29,6.74,9.82,11.37,12.85,16.44,550.66,697.37,0.28,18.81,6.99,57.43,40.36,-13.21,7.12,-0.36,30.54,-13.21,-658.11,0.43,18.58,49.34,0,0.05,0.3
DELHIVERY.NS,Delhivery,283.96,25.83,3.48,2.44,9.61,35.52,1.44,1.87,2.82,0.18,1.19,152.54,162.11,0.15,1.74,1.7,1.25,2.04,29.47,23.1,13.3,-40,29.56,-801.84,0,0,0,0,-6.3,6.8
DEVYANI.NS,Devyani Intl.,0,88.27,11.82,10.17,0,22.74,-0.37,-1.56,4.75,-3.47,5.75,-42.53,-6.9,2.49,0.94,-0.4,-0.22,-0.31,0,14.72,23.24,31.4,0,485.74,0,0,61.37,0,0.68,-0.49
DIACABS.NS,Diamond Power,114.22,27.7,0,3.97,1.51,95.58,7.14,0,24.2,0,24.2,132.77,34.74,0,7.48,7.59,3.45,2.52,75.89,96.48,401.03,396.76,75.89,-63.88,0,0,84.02,0,1.41,0.16
DIVISLAB.NS,Divi's Lab.,76.68,32.56,13.57,3.99,5.96,50.92,14.2,16.53,21.97,14.82,19.63,2568,2191,0,151.35,24.84,110.18,96.73,12.87,16.35,10.78,29.2,12.87,221,0.35,30.96,51.88,0,-0.1,0.16
DIXON.NS,Dixon Technolog.,48.26,34.44,19.31,3.41,0.62,29.14,9.16,37.43,41.97,33.57,37.03,1644.25,1232.58,0.21,20.95,3.36,308.83,236.61,76.27,14.34,58.85,118.75,77.49,724.42,0.05,4.23,28.55,0,-0.43,0.24
DLF.NS,DLF,39.06,26.83,3.68,2.45,1.43,55.06,5.89,9.5,6.32,9.32,6.19,4414.68,4366.82,0.01,20.09,51.03,17.96,17.83,27.3,-27.71,12.89,1.63,27.3,6231.35,1.18,44.86,74.08,0,-1.23,1.09
DMART.NS,Avenue Super.,84.15,37.5,10.55,5.5,10.87,47.46,11.03,12.94,17.18,13.54,18.18,2969.86,2707.45,0.1,26.19,4.31,46.95,45.56,7.54,15.58,17.12,12.96,7.74,-646.17,0,0,74.48,0,0.22,-0.1
DOMS.NS,DOMS Industries,61.59,23.73,11,2.34,1.82,33.3,14.89,20.69,24.32,22.56,27.06,239.56,213.54,0.12,33.52,10.29,35.82,37.93,-75.48,19.94,24.28,4.63,33.92,-38.16,0.17,9.62,63.38,0,-0.12,6.77
DRREDDY.NS,Dr Reddy's Labs,30.54,32.56,2.6,3.99,-6.82,15.63,7.59,11.22,13.04,16.31,20.75,4157.6,5725.2,0.2,10.71,11.78,38.61,50.27,-4.56,-0.87,10.96,-43.28,-4.48,2004.2,0.68,15.92,26.63,0,-0.47,1.03
DYNAMATECH.NS,Dynamatic Tech.,136.58,32.46,9.4,4.19,24.79,38.01,2.86,6.62,9.98,7.54,9.8,32.41,43.04,0.8,2.51,3.09,66.91,51.11,5.51,17.28,7.21,38.12,5.51,29.88,0.08,20.95,41.5,0,0.13,0.23
EBGNG.NS,GNG Electronics,49.98,27.71,9.4,5.49,0.84,34.06,13.38,26.83,20.3,30.7,20.54,132.02,69.03,0.57,4.53,6.98,12.49,11.58,-88.89,35.64,41.98,88.87,59.15,-238.15,0,0,74.78,0,2.49,1.62
ECLERX.NS,eClerx Services,23.29,23.29,6.63,3.33,1.82,13.84,20.22,28.36,34.42,25.36,31.38,706.47,541.26,0.15,21.4,16.77,77.23,75.09,14.41,23.2,15.85,27.61,12.82,755.59,0.06,1.3,54.53,0,-0.81,-0.11
EDELWEISS.NS,Edelweiss.Fin.,19.02,14.36,2.59,1.64,0.9,7.86,1.79,13.52,14.1,9.63,12.96,680.46,535.82,4.02,1.4,7.31,6.36,5.78,21,13.98,7.01,54.83,21.14,827.02,1.18,25.97,32.26,6.68,0.43,0.79
EICHERMOT.NS,Eicher Motors,38.09,38.09,8.79,8.49,1.59,26.13,18.74,23.96,30.53,24.08,30.49,5515.23,4734.44,0.02,96.68,23.75,210.41,201.06,23.9,28.07,17.46,20.22,24.02,3538.29,1.02,40.78,49.03,0,-1.25,1.24
EIDPARRY.NS,EID Parry,17.76,18.98,1.64,2.88,-1.63,4.52,5.93,7.85,16.96,9.49,17.9,1380.45,1772.54,0.4,6.14,4.12,26.13,32.02,-10.98,15.65,3.02,-9.58,-10.92,5.12,0,0,41.28,0,-0.99,-0.08
EIEL.NS,Enviro Infra,18.98,20.07,2.83,2.83,0.37,10.88,11.01,17,20.39,24.1,33.13,188.39,177.15,0.34,6.87,17.01,10.3,10.42,-20.52,15.49,50.2,-3.82,50.96,-245.18,0,0,70.19,0,0.09,-0.17
EIHOTEL.NS,EIH,25.84,27.61,3.56,2.13,1.02,14.41,12.09,14.48,20.67,16.53,22.57,657.29,769.9,0.05,48.48,25.45,11.38,10.05,25.25,8.34,13.34,-7.56,25.25,302.39,0.5,14.93,32.85,0,0.03,-0.1
ELECON.NS,Elecon Engg.Co,33.53,33.08,4.4,5.51,2.4,17.63,11.86,16.43,20.86,20.76,26.88,341.15,415.1,0.12,17.46,14.95,10.52,15.2,14,3.05,15.65,-32.7,14,217.69,0.44,13.16,59.28,0,-0.14,1.51
ELECTCAST.NS,Electrost.Cast.,27.96,22.43,0.75,1.93,-1.58,11.03,1.86,3.04,5,10.27,11.53,161.48,709.71,0.26,2.52,3,1.95,2.61,-18.76,-15.73,-6.65,-72.22,-17.7,1040.88,1.25,34.46,50.14,10.54,-2.93,0.14
ELGIEQUIP.NS,Elgi Equipments,43.17,43.84,8.98,6.93,3.97,26.92,11.84,19,22.07,19.78,22.09,430.2,350.2,0.24,26.79,9.85,14.13,13.57,10.87,15.94,9.12,27.86,10.87,348.1,0.43,19.9,31.19,0.88,-0.3,1.04
ELLEN.NS,Ellen.Indl.Gas,37.95,50.59,4.68,4.28,0.55,25.57,9.73,14.2,15.23,14.41,15.44,104.4,83.29,0.19,23.53,30.56,8.56,7.41,-39.31,8.47,18.53,40.6,68.84,-25.48,0,0,77.15,0,-0.23,-1.39
EMAMILTD.NS,Emami,23.46,36.64,6.08,8.53,4.5,16.63,19.99,26.17,28.09,28.46,30.74,775.25,802.75,0.06,61.39,19.45,17.14,17.76,5.58,2.82,3.53,-7.41,5.21,770.14,2.45,56.3,54.84,16.23,-0.7,0.09
EMBASSY.NS,Embassy Off.REIT,168.1,69.97,1.99,1.93,-9.42,16.27,0.55,1.26,5.61,4.13,4.89,338.55,1624.44,1.08,1.69,5.99,3.99,3.57,-17.85,14.38,9.07,-84.68,-17.85,2199.7,0.05,2149.94,0,0,0,0
EMBDL.NS,Embassy Develop,0,26.83,0.89,2.45,0,-31.81,-4.2,-9.19,-2.44,-7.22,-3.16,-872.48,193.63,0.54,-0.92,-50.89,-6.8,-6.28,4.68,-46.63,43.44,-1333.75,0,0.59,0,0,42.65,64.87,-0.62,-0.23
EMCURE.NS,Emcure Pharma,34.58,32.56,7.21,3.99,1.66,18.59,10.86,20.13,23.97,19.18,21.1,941.27,707.47,0.31,10.55,10.46,53.34,48.76,18.91,18.36,15.42,36.79,20.8,400.12,0.19,7.38,77.83,0.04,1.52,2.36
EMIL.NS,Electronics Mart,37.5,37.5,4.52,5.5,-6.45,16.13,2.74,6.5,8.14,10.39,10.41,107.14,160.05,1.23,2.7,1.43,5.36,2.78,-5.81,20.15,9.67,77.81,-5.81,310.39,0,0,65.17,0,-0.42,0.81
EMMVEE.NS,Emmvee Photovol.,17.69,27.7,6.1,3.97,0.04,11.35,22.33,51.12,44.83,56.39,26.65,1081.55,369.01,0.1,14.91,21.42,18.98,15.62,23.55,84.07,101.4,140.8,394.58,-439.74,0,6.4,80.03,0,0.47,-2.48
ENDURANCE.NS,Endurance Tech.,42.9,30.3,6.17,3.42,1.68,19.59,9,14.87,17.8,14.23,17.22,951.71,836.35,0.19,22.73,6.4,68.95,67.66,25.59,29.35,18.35,15.93,25.59,595.1,0.38,17,75,0,-0.45,0.29
ENGINERSIN.NS,Engineers India,17,16.03,4.24,1.86,0.65,11.2,12.42,23.79,30.63,22.76,25.97,691.59,579.77,0.01,511.94,17.61,13.95,12.3,26.3,16.3,5.66,41.65,26.3,251.9,1.05,40.63,51.32,0,-0.49,2.03
ENRIN.NS,Siemens Ener.Ind,80.13,33.08,25.42,5.51,0,53.87,23.16,50.47,67.75,0,67.75,1100.1,-0.3,0.04,68.7,14.13,41.78,30.89,0,0,0,368610,0,3454.1,0.12,12.94,75,0,0.13,-0.18
ENTERO.NS,Entero Healthcar,47.45,42.44,3.63,3.81,0.36,20.16,4.76,6.94,10.47,6.04,8.63,145.84,107.43,0.4,4.4,2.28,28.82,26.44,43.71,31.94,25.93,25.84,130.48,28.81,0,0,52.4,0,0.33,-1.14
EPACKPEB.NS,EPack PrefabTech,24.76,32.46,3.19,4.19,0.43,11.98,7.86,17.04,21.71,20.49,24.27,92.64,59.32,0.16,4.9,6.07,9.43,9.21,-46.82,37.53,32.43,52.62,57.46,2.53,0,0,64.95,0,0.19,-0.12
EPL.NS,EPL Ltd,21.09,21.38,3.03,1.88,0.97,9.05,9.41,15.77,17.84,14.94,16.8,393.9,363.8,0.34,5.5,8.74,12.1,12.14,21.54,16.91,8.84,3.17,21.8,249.5,0.93,20.6,26.38,0,-3.15,3.6
EQUITASBNK.NS,Equitas Sma. Fin,17.27,15.68,1.43,1.34,-0.4,13.45,0.18,1.68,6.43,5.92,7.42,103.08,147.05,8.54,1.19,1.51,4.47,0.9,-44.2,10,17.75,598.16,-43.7,-3501.24,0,0,0,0,0.96,0.38
ERIS.NS,ERIS Lifescience,28.03,32.56,4.71,3.99,1.5,18.04,9.36,18.7,14.14,16.16,12.54,647.51,374.67,0.6,4.54,21.11,46.75,44.72,17.95,9.59,22.92,69.36,18.69,241.22,0.54,16.12,54.14,16.85,-0.63,0.36
ESCORTS.NS,Escorts Kubota,24.28,29.53,2.8,3.15,0.52,15.78,14.74,18.72,13.93,13.91,13.14,2394.05,1264.95,0.01,87.24,18.44,123.61,213.99,54.88,20.43,11.04,21.24,46.6,1068.61,1.07,23.83,68.04,0,0.65,-1.01
ETERNAL.NS,Eternal,730.45,51.16,10.22,5.58,25.87,102.88,0.3,0.38,2.48,0.88,2.08,366,527,0.15,2.68,0.21,0.45,0.38,27.98,190.5,97.29,44.82,28.23,-1114,0,0,0,0,-3.52,3.33
ETHOSLTD.NS,Ethos,72.54,19.17,5.16,3.14,4.31,26.94,5.4,7.77,9.82,9.42,12.82,96.14,96.29,0.22,5.93,6.04,39,35.42,14.98,30.42,26.92,14.17,16.84,19.33,0,0,50.58,0,0.44,0.32
EUREKAFORB.NS,Eureka Forbes,40.24,39,1.76,5.17,0.45,22.7,2.92,4.25,5.86,3.46,4.79,160.21,163.29,0.01,33.7,7.02,9.16,8.28,88.95,12.55,9.22,19.71,88.95,157.27,0,0,62.55,53.66,-0.42,0.54
EUROPRATIK.NS,Euro Pratik Sale,31.58,27.29,8.76,2.67,0,21.49,24.76,30.49,38.38,35.74,43.96,77.16,76.44,0.08,31.05,24.79,8.43,7.54,0,24.46,0,13.08,0,-14.2,0.08,2.65,73.91,0,0.06,-0.13
EXCELSOFT.NS,Excelsoft Tech.,16.32,24.61,1.41,3.01,0.59,7.12,8.12,9.83,13.64,8.58,12.46,43.38,34.69,0.01,21.6,17.12,4.2,3.77,-69.33,26.78,11.78,11.35,27.73,-18.85,0,0,59.08,0,-0.25,-0.96
EXIDEIND.NS,Exide Inds.,42.07,30.3,2.84,3.42,25.65,19.86,3.92,5.97,8.54,6.22,9.11,859.92,800.5,0.11,13.24,4.65,10.96,10.05,1.64,7.61,6.07,10.67,1.64,1293.44,0.43,19.9,45.99,0,0.32,0.18
FABTECH.NS,Fabtech Tech.,13.39,39.12,1.55,3.47,0.69,7.47,6.85,12.49,13.58,17.11,21.35,38.36,46.45,0.17,17.19,9.01,13.31,8.63,-52.56,14.16,28.45,47.56,19.43,5.02,0.41,6.95,68.94,0,-0.06,0.3
FACT.NS,F A C T,0,14.2,37.04,1.83,0,300.89,-0.66,-2.91,4.93,8.76,10.17,-39.6,41.23,2.95,0.55,-0.69,-1.64,-0.61,0,32.05,-2.62,-230.58,0,-1106.37,0.03,0,90,0,-0.05,0.01
FEDERALBNK.NS,Federal Bank,18.72,14.1,2.19,1.33,1.71,17.4,1.17,11.59,6.39,12.9,6.78,4490.94,4234.02,8.66,1.36,15.05,19.01,17.63,5.45,6.5,18.55,15.64,10.94,4063.23,0.34,6.81,0,0,1.66,-1.12
FEDFINA.NS,Fedbank Financi.,15.09,20.01,1.97,1.81,0.7,12.01,2.28,12.56,9.06,11.71,9.79,343.6,225.18,4.67,1.55,15.45,10.23,9.18,15.51,13.41,23.52,66.53,21.51,-1694.17,0,0,60.67,0,8.64,-7.93
FIEMIND.NS,Fiem Industries,21.94,30.3,4.75,3.42,0.99,12.92,16.3,22.6,29.34,21.29,27.93,255.58,204.92,0.05,101,9.04,99.91,97.11,22.1,17.11,15.07,24.8,22.13,33.04,1.83,41.19,54.51,0,0.17,0.2
FINCABLES.NS,Finolex Cables,24.7,26.95,3.24,4.81,2.01,17.68,10.75,12.33,16.01,13.19,17.4,713.72,700.77,0,585.51,11.29,52.32,46.67,12.27,26.53,12.15,29.17,12.27,-104.62,0.62,19.29,35.86,0,0.03,0.27
FINPIPE.NS,Finolex Inds.,16,22.51,1.58,2.25,0.42,10.75,8,9.73,12.71,8.35,10.95,599.05,800.03,0.07,38.46,14.56,9.92,9.65,38.3,-2.24,-2.2,54.85,38.3,133.04,1.26,28.39,52.47,0,-0.01,-1.43
FIRSTCRY.NS,Brainbees Solut.,0,51.16,2.13,5.58,0,22.17,-1.86,-2.37,0.57,-4.56,-1.28,-203.66,-264.81,0.33,0.47,-1.93,-2.4,-2.69,0,11.71,14.92,25.46,20.93,176,0,0,0,0,0.09,-0.96
FIVESTAR.NS,Five-Star Bus.Fi,14.12,20.01,2.11,1.81,0.64,9.71,7.27,16.06,14.79,17.32,15.64,1098.75,1072.49,1.11,3.04,34.14,37.44,37.22,21.58,9.84,28.38,1.53,22.11,-289.81,0.38,0,18.61,0,-4.51,4.77
FLUOROCHEM.NS,Gujarat Fluoroch,83.45,27.92,6.54,2.82,-3.43,38.12,5.07,7.6,9.86,7.85,9.84,556,545.96,0.29,7.64,11.4,55.08,51.07,-24.34,9.52,-4.21,-0.37,-24.34,-291,0.06,5.88,61.39,5.97,0.13,-0.15
FORCEMOT.NS,Force Motors,21.3,48.12,5.62,5.1,0.1,13.98,18.11,29.23,36.08,23.98,29.96,1211.75,800.86,0,417.42,11.67,950.08,919.55,221.39,8.44,21.67,82,221.39,760.75,0.22,5.44,61.63,0,-1.42,-0.29
FORTIS.NS,Fortis Health.,64.92,46.44,6.99,6.28,2.45,32.83,7.39,11.23,13.45,9.87,11.92,1064.18,809.39,0.35,5.31,11.83,13.88,13.8,26.55,17.5,13.17,15.95,26.55,673.18,0.11,7.25,31.17,0,-0.78,0.88
FRACTAL.NS,Fractal Analyt.,44.3,21.41,4.62,3.34,0.82,25.62,8.19,12.17,12.59,7.6,8.27,286.8,220.6,0.13,9,8.95,21.1,16.99,32.27,19.32,18.45,69.21,53.99,190.3,0,0,16.97,3.42,0.39,-0.99
FSL.NS,Firstsour.Solu.,24.11,23.29,4.39,3.33,1.78,13.13,8.85,17.63,16.8,15.79,15.95,674.42,594.46,0.67,6.41,7.82,9.49,9.54,13.25,19.71,16.64,28.4,13.58,1081.57,2.02,56.84,53.66,0,-0.47,-0.08
GABRIEL.NS,Gabriel India,70.69,30.3,15.08,3.42,0,42.93,11.58,20.2,25.61,19.97,27.02,252.17,244.98,0.11,23.4,5.52,22.9,17.56,0,18.71,0,23.1,0,108.31,0.35,28.46,63.55,0,-0.23,-3.36
GAEL.NS,Guj. Ambuja Exp,20.13,15.99,2.55,2.33,-7.83,12.34,7.9,9.72,12.46,10.39,13.47,304.28,249.25,0.13,23.78,5.34,9.07,6.63,-2.57,25.31,5.28,76.32,-2.57,-153.25,0.16,4.52,63.84,0,0.84,-0.17
GAIL.NS,GAIL (India),11.51,14.39,1.27,1.27,1.1,7.64,5.54,8.71,9.67,11.27,12.77,7581.52,12462.87,0.28,13.12,5.35,15.02,11.53,10.44,3.52,-0.94,1.35,10.44,2451,3.19,47.69,51.79,0,1.96,-1.41
GALLANTT.NS,Gallantt Ispat L,32.22,22.43,4.24,1.93,0.63,19.41,12.39,15.73,18.23,13.76,16.46,484.27,400.74,0.17,13.42,10.96,18.06,20.07,50.9,4.13,2.89,-3.72,50.9,364.42,0.21,9.96,70.03,0,-0.07,0
GANESHCP.NS,Ganesh Consumer,14.46,48.4,1.77,4.82,0.91,6.03,10.7,14.19,19.35,14.26,17.7,42.39,35.43,0.07,9.41,4.86,11.23,10.49,11.93,-0.81,12.58,44.57,15.93,35.79,3.08,23.53,65.65,0,-0.52,-0.13
GAUDIUMIVF.NS,Gaudium IVF,35.71,35.71,5.43,5.75,1.63,23.1,17.39,24.66,29.28,33.54,40.83,24.46,19.13,0.16,10.07,23.47,3.51,3.36,-70.9,47.57,33.12,28.02,21.9,5.11,0,0,71.29,0,-3.69,-0.41
GEMAROMA.NS,Gem Aromatics,0,27.92,2.06,2.82,0,36.69,0.24,0.39,3.43,12.64,15.62,1.43,53.38,0.34,-0.09,0.39,-2.76,0.27,-89.72,-24.3,-4.8,-127.34,-68.32,-65.35,0,0,57.44,0,-0.31,0
GESHIP.NS,GE Shipping Co,4.95,10.61,1.09,1.64,13.75,2.89,13.4,15.93,15.79,16.63,16.05,2942.52,2344.26,0.06,35.59,45.96,262.45,206.11,0.36,23.87,-1.68,126.09,0.36,1275.6,2.7,17.03,30.08,0,2.59,-2.44
GHCL.NS,GHCL,8.92,18.77,1.15,1.21,-0.36,5.48,10.76,12.97,17.41,16.2,20.74,472.46,624.15,0.02,64.45,14.9,51.39,51.39,-24.14,-3.75,-12.35,-24,-25.12,423.71,2.71,23.35,19.83,0,-2.22,0.63
GICRE.NS,General Insuranc,7.1,39.62,0.85,4.77,0.6,3,4.83,14.64,17.35,12.47,14.65,9662.37,7431.85,0,0,18.24,50.59,55.08,11.84,2.74,4.35,3.66,11.84,452.67,3.68,18.16,77.4,0,0.38,4.18
GILLETTE.NS,Gillette India,36.64,36.64,25.86,8.53,1.17,24.53,34.56,66.5,90.69,49.03,66.26,654.31,417.66,0,75.66,21.13,205.02,200.8,31.25,7.96,11.17,18.59,31.25,563.6,2.4,119.54,75,0,-0.03,-0.49
GKENERGY.NS,GK Energy,11.22,16.03,2.84,1.86,0.07,6.66,21.38,36.8,40.87,51.66,58.43,201.27,133.22,0.23,9.28,13.13,11.04,9.92,-49.61,40.71,75.19,46.17,171.29,-42.37,0.4,5.04,79.2,0,0.51,-1.13
GKSL.NS,Gujarat Kidney,77.98,46.44,4.88,6.28,0.07,42.75,9.52,11.13,14.48,15.99,28.42,16.81,9.5,0.12,9.77,20.5,2.14,1.97,81.02,118.53,0,36.7,1057.79,-14.67,0,0,71.45,0,0,0
GLAND.NS,Gland Pharma,40.58,32.56,4.49,3.99,4.9,20.97,8.82,10.68,15.11,9.29,13.53,1027.32,698.53,0.03,62.64,16.2,68.49,62.35,8.28,17.57,21.06,48.76,8.29,537.55,0.71,32.08,51.77,0,1.45,-2.92
GLAXO.NS,Glaxosmi. Pharma,48.24,32.56,22.41,3.99,2.72,32.98,22.82,45.61,61.41,43.48,58.66,1035.98,927.58,0.01,436.63,25.18,63.05,61.15,17.73,5.75,5.53,11.2,17.73,870.06,1.9,93.21,75,0,0.17,0.13
GLENMARK.NS,Glenmark Pharma.,21.02,32.56,6.26,3.99,0.34,12.27,12.71,23.56,39.77,-3.28,23.84,1361.95,1047.15,0.06,22.89,13.43,63.71,48.26,61.3,32.94,13.6,134.15,61.31,2089.65,0.21,10.36,46.65,0,0.54,-0.68
GLOTTIS.NS,Glottis,16.83,25.83,2.17,2.44,0.89,9.79,14.42,19.88,23.53,43.56,68.09,37.72,56.14,0.19,12.21,5.22,4.15,4.08,-73.71,-17.82,14.72,-36.41,18.85,-89.49,0,0,74.23,0,-0.01,0
GMDCLTD.NS,G M D C,31.34,15.46,2.53,2.17,-1.4,19.88,6.72,8.34,10.8,9.71,12.78,956.67,685.79,0.04,57.53,21.19,30.07,30.08,-22.42,2.25,-8.8,-14.3,-22.42,-288.77,1.8,31.58,74,0,-0.1,-0.13
GMMPFAUDLR.NS,GMM Pfaudler,36.37,32.46,3.8,4.19,-1.55,11.19,1.94,6.69,13.64,10.55,15.19,51.82,49.17,0.86,2.74,1.94,16.05,12.86,-23.43,13.91,3.51,48.91,-23.43,366.7,0.2,15.55,25.18,0,-2.76,0.84
GMRAIRPORT.NS,GMR Airports,189.25,189.25,0,1.16,4.43,22.25,1.08,0,11.65,0,8.32,472.39,-816.9,0,1.27,3.78,0.45,0.17,36.06,38.8,30.43,159.42,42.73,1582.2,0,0,67.16,16.44,1.57,0.21
GMRP&UI.NS,GMR Urban,0,22.91,4.04,1.84,0,8.58,-1.07,-14.34,11.96,0,12.28,613.69,1552.25,6.09,0.94,-2.49,8.11,7.69,0,15.79,9.95,-95.27,0,1233.03,0,0,46.28,59.96,12.57,0.25
GNFC.NS,G N F C,8.41,18.77,0.96,1.21,-0.46,4.5,7.21,9.13,12.03,7.32,9.74,808,597.77,0,230.33,10.39,70.57,54.99,-16.56,12.55,-8.74,84.52,-18.11,108,3.54,38.21,41.3,0,1.06,-0.05
GODFRYPHLP.NS,Godfrey Phillips,23.86,11.55,5.28,3.89,0.76,17.45,17.53,23.38,30.25,20.53,26.6,1526.02,1072.31,0.04,153.49,20.96,87.71,97.84,31.55,1.69,21.51,11.7,31.55,214.87,2.38,51.11,72.58,0.21,-0.11,0.38
GODIGIT.NS,Go Digit General,48.02,39.62,5.09,4.77,0.32,40.54,2.35,12.17,13.1,10.5,9.72,544.35,424.94,0.08,0,5.44,5.33,5.89,143.47,7.32,19.35,6.6,148.25,2008.75,0,0,73,0,0.22,0.39
GODREJAGRO.NS,Godrej Agrovet,23.83,22.31,5.51,3.53,1.04,12.67,7.43,20.89,19.16,17.73,16.49,445.18,403.37,0.77,5.7,4.23,23.23,24.58,22.98,8.58,2.97,3.1,23.02,1047.13,1.89,44.75,67.75,0,0.16,-0.58
GODREJCP.NS,Godrej Consumer,46.68,36.64,7.66,8.53,9.95,28.69,9.85,16.08,18.75,13.84,18.97,1861.47,1852.3,0.35,9.71,13.06,18.7,18.19,4.67,9.16,4.46,9.45,4.69,1946.35,2.11,109.93,53.06,0,-1.61,1.58
GODREJIND.NS,Godrej Industrie,34.27,19.81,3.69,1.51,6.55,13.65,1.8,9.26,8.17,6.7,7.2,2411.91,1858.24,4.61,2.19,8.64,34.91,36.83,5.21,16.89,9.93,19.36,5.23,-9417.14,0,0,74.64,0,0.09,0
GODREJPROP.NS,Godrej Propert.,37.84,26.83,3.18,2.45,0.77,29.07,2.33,8.82,7.63,8.2,6.65,1840.66,1389.23,0.83,16.7,31.17,53.13,61.43,45.4,12.66,31.59,9.31,49.34,-2381.5,0.5,16.28,51.66,0,-0.85,0.84
GOKEX.NS,Gokaldas Exports,56.93,24.78,2.71,2.45,-4.14,15.41,2.54,4.72,8.39,7.14,9.92,100.13,158.54,0.59,2.72,2.51,14.05,13.67,-19.04,7.65,21.52,-40.43,-13.75,-170.39,0,0,9.15,96.28,-5.39,5.83
GOKULAGRO.NS,Gokul Agro,17.14,17.67,5.05,1.91,0.42,9.14,8.2,30.05,36.73,26.26,31.43,369.38,245.58,0.41,4.1,1.53,14.25,12.52,40.78,21.05,30.88,59.07,40.78,219.66,0,0,74.24,13.69,0.36,0.02
GPIL.NS,Godawari Power,20.34,22.43,2.87,1.93,50.85,11.61,12.12,15.2,20.37,17.84,24.27,801.74,812.99,0.08,18.75,15.15,12.02,11.93,2.03,8.43,-2.16,10.67,0.4,76.29,0.4,7.68,63.18,0,0.06,0.47
