Symbol,Name,PE Ratio,Sector PE,PB Ratio,Sector PB,PEG Ratio,EV/EBITDA,ROA %,ROE %,ROCE %,ROE 3Y Avg %,ROCE 3Y Avg %,Net Profit (Cr),Net Profit Prev (Cr),Debt/Equity,Interest Coverage,Net Profit Margin %,EPS Current,EPS Last Year,EPS Growth 3Y %,Sales Growth 1Y %,Sales Growth 3Y %,Profit Growth 1Y %,Profit Growth 3Y %,Free Cash Flow (Cr),Dividend Yield %,Dividend Payout %,Promoter Holding %,Pledge %,FII Change %,DII Change %
REGAAL.NS,Regaal Resources,15.3,15.99,2.01,2.33,0.29,10.83,5.51,16.52,12.05,19.19,13.41,55.56,47.67,1.26,3.88,5.34,5.82,5.41,-30.41,12.71,32.46,36.44,53.43,-245.28,0.26,4.62,71.32,0,-0.02,-0.24
RELAXO.NS,Relaxo Footwear,50.25,41.54,4.22,3.46,10.76,22.11,6.28,8.33,11.07,8.97,12.01,179.27,170.33,0.11,12.28,6.63,7.44,7.2,4.67,2.11,-0.98,5.98,4.67,212.53,0.94,48.59,71.27,0,0.07,-0.07
RELIANCE.NS,Reliance Industries,23.84,9.78,1.97,1.92,4.56,10,4.47,8.91,10.26,8.77,9.93,95754,81309,0.45,5.11,8.74,55.22,59.69,5.23,15,6.4,-0.42,5.23,70023,0.46,10.05,50.48,0,-1.48,0.64
RELIGARE.NS,Religare Enterp.,161.59,25.28,2.65,0.81,2.29,67.63,0.57,3.17,3.06,4.47,6.9,73.17,183.32,0.17,1.11,0.86,1.51,2.58,69.66,19.01,21.82,-57.65,70.62,1809.14,0,0,30.55,0,1.79,0.81
RENUKA.NS,Sh.Renuka Sugar,0,16.97,0,1.19,0,76.04,-9.76,0,-3.12,0,5.89,-792.4,-299.88,0,-0.17,-8.64,-3.67,-3.72,0,-5.13,0.56,-96.38,0,-274.8,0,0,62.48,0,-1.36,-0.95
RHIM.NS,RHI Magnesita,41.32,36.23,2.17,2.66,-1.58,15.61,2.2,2.91,6.52,5.75,7.39,-382.94,202.51,0.13,8.16,2.74,-17.12,-18.54,-28.44,8.45,13.82,13.55,-26.16,274.2,0.67,-13.48,56.07,0,-0.4,0.88
RITES.NS,Rites,25.18,16.03,3.92,1.86,-2.85,11.02,7.54,15.42,22,15.84,23.06,454.44,423.66,0,193.13,18.82,8.68,8.54,-8.83,11.28,-2.78,8.16,-8.83,266.36,2.38,115.39,72.2,0,-0.04,0.04
RKFORGE.NS,Ramkrishna Forg.,118.3,30.3,4.12,3.42,-3.74,22.26,1.16,2.51,5.6,9.75,9.73,71.8,415.03,0.74,1.65,1.87,5.88,3.95,-34.44,8.55,9.9,-60.43,-31.59,-39.27,0.13,25.27,43.39,15.56,-1.32,0.64
ROUTE.NS,Route Mobile,8.96,16.66,1.15,1.35,0,3.03,9.58,12.58,17.41,14.84,18.62,256.94,333.93,0.02,80.34,7.98,39.43,37.94,-0.29,-0.31,7.29,15.71,0,554.72,2.19,28.99,74.85,0,-0.09,-0.55
RPOWER.NS,Reliance Power,2550.56,22.91,0.57,1.84,107.17,8.13,-0.35,-0.9,6.11,-6.06,4.56,-336.89,2947.83,0.92,1.17,-1.92,-0.77,-0.81,24.02,2.87,0.47,124.52,23.8,2708.43,0,0,24.98,0,-0.48,-0.33
RRKABEL.NS,R R Kabel,53.56,26.95,12.72,4.81,1.37,32.73,12.39,21.33,28.1,19.07,23.19,492.22,311.61,0.13,10.49,5.19,53.72,43.52,31.59,37.66,20.19,81.49,39.13,6.65,0.33,21.83,61.38,0,1.58,-1.46
RSL.NS,Rajputana Stain.,23.59,22.43,3.81,1.93,0.81,12.5,9.76,19.34,25.22,24.81,29.51,49.82,39.85,0.19,5.37,4.95,7.69,5.96,-3.99,8.05,1.9,25.21,29,19.18,0.3,8.39,57.09,0,2,-0.06
RTNINDIA.NS,RattanIndia Ent,0,51.16,5.4,5.58,0,-7.99,-6.16,-19.57,-4.76,16.69,14.65,-166.35,80.72,1.43,-8.59,-2.21,-4.72,-1.2,0,2.09,22.23,-146.82,0,-63.64,0,0,74.87,14.1,-0.15,-0.01
RTNPOWER.NS,RattanIndia Pow.,37.41,22.91,0.9,1.84,1.41,10.3,0.54,1.14,6.21,0,7.76,52.44,221.92,0.8,1.28,1.75,0.21,0.1,26.58,-6.49,-2.54,-3.81,26.58,294.33,0,0,44.06,0,0.12,-0.04
RUBICON.NS,Rubicon Research,101.17,32.56,22.55,3.99,0.65,62.9,13.06,26.96,28.35,27.47,24.45,246.74,134.36,0.24,10.09,14.06,17.68,14.95,34.77,46.65,64.57,89.49,154.99,-23.88,0.09,10.04,59.76,0,-0.02,-0.59
RVNL.NS,Rail Vikas,52.92,16.03,4.84,1.86,-3.98,30.82,4.13,9.02,10.8,13.81,14.6,870.66,1277.79,0.49,4.08,4.27,4.31,4.2,-13.29,5.4,0.21,-24.3,-13.29,-1948.73,0.75,40.76,72.84,0,-2.45,0.18
SAATVIKGL.NS,Saatvik Green,20.49,27.7,3.74,3.97,0.06,13.37,15.17,42.43,32.92,58.87,45.39,357.11,213.93,0.69,5.14,7.92,19.38,28.11,26.45,46.52,95.51,-21.14,323.65,-628.16,0,0,75.99,0,0.16,0.45
SAFARI.NS,Safari Inds.,44.27,24.09,6.55,2.22,4.58,24.4,11.95,15.94,19.27,18.78,22.99,167.76,142.8,0.1,24.71,8.05,33.69,34.24,8.47,13.97,19.09,10.86,9.67,104.99,0.27,11.68,44.7,0,-0.25,-0.04
SAGILITY.NS,Sagility,19.41,24.61,2.07,3.01,0.23,10.48,8.15,10.58,13.41,7.59,9.23,924.77,539.12,0.11,15.57,13.23,2.12,1.98,38.3,29.43,19.47,54.46,86.12,1011.32,0.35,7.59,50.95,0,-0.03,-0.86
SAIL.NS,S A I L,14.98,17.52,1.2,1.65,0.59,7.04,2.81,6.43,7.79,5.8,7.55,3372.8,2371.8,0.53,4.18,3.46,10.34,8.17,25.38,6.45,1.99,58.66,25.38,10942.35,0.91,28.78,65,0,2.08,-1.53
SAILIFE.NS,Sai Life,84.96,32.56,12.55,3.99,0.38,44.82,10.48,15.39,19.55,12.72,14.72,348.91,170.13,0.12,15.24,16.19,17.12,16.48,0,17.74,21.67,50.65,226.36,-83.31,0,0,34.53,0,-1.52,1.17
SAIPARENT.NS,Sai Parenteral's,115.67,32.56,0,3.99,2.4,49.08,1.68,4.88,5.97,8.64,12.84,14.26,14.45,0.68,1.65,3.74,3.23,3.23,-19.23,133.6,57.9,-1.11,48.21,-184.16,0,0,51.16,0,-1.7,-4.34
SAMBHV.NS,Sambhv Steel,23.26,22.43,3.67,1.93,0.7,13.43,8.17,18.47,19.07,18.1,18.4,143.27,58.04,0.36,6.95,5.94,5.65,4.86,-45.55,48.73,37.06,149.65,33.29,-45.18,0,0,56.11,0,0.01,0.08
SAMHI.NS,Samhi Hotels,8.49,27.61,1.63,2.13,0.18,11.4,11.45,24.48,8.9,12.21,8.39,566.55,85.5,0.85,2.09,36.72,22.71,22.64,34.57,11.84,19.1,243.36,46.39,71.18,0,0,0,0,0.34,0.96
SAMMAANCAP.NS,Sammaan Capital,0,13.45,0.92,1.88,0,17.07,-0.9,-3.18,4.92,-2.06,6.22,-7144.56,-1807.46,2.73,0.58,-7.95,-60.31,-61.66,0,-17.09,-2.16,59.09,0,-7505.36,0,0,28.34,0,-26.61,-4.14
SANDUMA.NS,Sandur Manganese,12.91,17.52,2.94,1.65,0.35,7.9,12.12,23.03,24.23,18.09,19.96,658.07,470.61,0.31,6.04,13.3,14.75,13.51,36.71,45.22,33.77,50.62,36.72,987.78,0.25,3.7,74.22,0,0.1,-0.08
SANOFICONR.NS,Sanofi Consumer,36.46,32.56,27.89,3.99,0,24.78,48.08,71.6,89.93,77.64,100.68,240.1,181,0.06,179.6,26.77,115.5,104.25,0,31.17,0,34.44,0,167.2,1.78,71.85,71.27,0,-0.16,0.28
SANSERA.NS,Sansera Enginee.,69.79,30.3,7.94,3.42,2.54,35.38,8.15,10.65,13.65,11.29,14.46,298.17,205.96,0.12,19.69,10,52.1,47.84,20.68,23.53,13.86,61.41,27.44,-143.79,0.08,8.36,29.21,0,2.73,-4.34
SAPPHIRE.NS,Sapphire Foods,3151.51,88.27,5.58,10.17,0,17.26,-0.45,-1.03,3.98,1.65,5.67,-31.95,16.7,1.02,1.04,-0.46,-0.5,-0.99,0,10.17,11.32,-85.8,0,188.72,0,0,26.06,0,-3.73,4.43
SARDAEN.NS,Sarda Energy,15.98,17.52,2.44,1.65,0.71,9.43,10.25,16.09,17.39,14.76,15.98,1109.44,702.19,0.36,7.24,19.36,32.06,31.38,22.37,5.9,10.55,19.96,22.37,1399.86,0.39,6.37,73.16,0,0.01,0.15
SAREGAMA.NS,Saregama India,43.96,41.35,5.93,1.44,9.18,24.5,9.62,13.02,17.76,12.87,17.68,206.22,204.24,0.04,48.14,21.57,11.51,10.74,4.79,-11.2,10.16,13.9,4.79,-113.83,0.87,41.9,60.84,0,-0.68,1.5
SBFC.NS,SBFC Finance,21.69,20.01,2.79,1.81,0.49,13.8,4.58,13.05,11.82,11.89,11.43,450.83,345.17,1.92,2.14,26.87,4.36,4.07,34.49,27.63,31.73,30.68,44.23,-1907.39,0,0,52.31,0,1.01,-1.25
SBICARD.NS,SBI Cards,26.95,20.01,3.92,1.81,-19.67,16.64,3.29,14.69,10.1,16.8,11.02,2166.71,1916.41,2.8,2.02,10.89,23.91,22.77,-1.56,7.92,13.34,21.16,-1.37,459.48,0.39,10.98,68.86,0,-0.56,0.01
SBIFUNDS.NS,SBI Funds Mgt.,36.53,37.44,0,7.09,1.15,27.76,40.38,43.02,56.5,37.64,49.46,3067.38,2540.15,0,441.76,61.77,15.06,15.06,31.33,17.27,27.34,20.76,31.8,2459.6,0,528.56,88.19,0,0,0
SBILIFE.NS,SBI Life Insuran,68.54,63.94,8.89,8.82,5.35,62.37,0.52,13.7,14.95,14.14,15.57,2470.3,2413.3,0,0,2.2,25.93,24.63,12.73,-1.3,11.68,4.53,12.81,34338.1,0.15,10.96,55.32,0,-0.56,0.54
SBIN.NS,SBI,11.54,7.54,1.56,0.98,0.8,17.65,1.11,15.38,6.13,16.52,6.25,86665.67,80522.63,11.08,1.36,16.83,93.4,90.24,13.1,5.52,13.64,5.76,14.38,29734.43,1.66,19.23,55.47,0,-0.6,0.41
SCHAEFFLER.NS,Schaeffler India,49.01,30.3,10.12,3.42,4.33,29.61,15.82,20.8,27.9,20.03,26.77,1196.25,977.67,0.01,437.32,12.76,82.6,76.53,11.33,19.24,11.01,22.02,11.33,888.37,0.86,45.73,74.13,0,0.11,-0.11
SCHNEIDER.NS,Schneider Elect.,153.23,33.08,43.07,5.51,5.64,84.14,10.43,38.22,29.65,60.47,36.32,212.56,267.89,0.92,5.84,7.72,7.69,8.89,27.16,9.56,17.6,-21.69,27.16,120.4,0,0,75,0,0.24,0.58
SCI.NS,S C I,8.39,10.61,1.49,1.64,0.52,5.37,10.82,15.54,14.31,11.82,10.6,1352.92,843.58,0.29,10.35,23.41,34.74,29.05,16.09,16.69,-0.08,78.54,16.09,-153.55,2.58,15.49,63.75,0,0,-0.4
SEDEMAC.NS,Sedemac Mechatro,122.49,30.3,32.06,3.42,0.96,65.36,15.53,26.93,35.31,21.72,25.63,103.58,47.05,0.16,18.41,9.58,23.45,23.45,-85.63,60.76,35.76,116.56,127.74,-47.45,0,0,26.23,0,1.75,-4.12
SENCO.NS,Senco Gold,9.66,19.17,2.19,3.14,0.18,7.16,9.72,25.6,21.24,18.07,15.03,574.32,159.31,1.07,4.32,6.81,34.86,35.06,35.18,43.1,27.39,168.38,53.58,-843.45,0.52,4.99,64.48,0,-0.72,0.93
SFL.NS,Sheela Foam,35.77,27.29,2.24,2.67,-5.4,16.71,2.9,4.8,6.11,3.86,5.87,160.85,90.09,0.28,3.83,3.97,19.67,14.62,-10.07,16.82,9.97,261.53,-6.63,368.46,0.15,6.84,65.39,0,0.02,-2.03
SHADOWFAX.NS,Shadowfax Technologies,87.75,25.83,8.59,2.44,2.17,46.09,5.76,10.72,9.66,7.15,4.94,115.18,6.22,0.13,8.77,2.82,3.75,1.98,26,65.38,42.33,1751.77,40.5,158.03,0,0,16.51,0,1.13,-1.54
SHAILY.NS,Shaily Engineer.,86.64,24.09,23.7,2.22,1.15,52.46,16.62,28.16,30.17,18.5,19.39,161.32,70.91,0.27,16.4,17.51,38.68,35.1,75.13,22.25,15.38,83.13,75.2,37.09,0.09,8.55,41.09,0,1.45,4.23
SHAKTIPUMP.NS,Shakti Pumps,29.42,43.84,3.66,6.93,0.24,15.39,10.27,17.99,23.64,27.13,36.78,257.58,408.37,0.3,5.7,9.56,17.21,20.87,112.17,14.1,40.74,-48.53,120.25,-52.97,0.2,4.79,50.36,0,0.25,-2.58
SHANTIGOLD.NS,Shanti Gold,10.51,19.17,3.26,3.14,0.11,7.89,21.96,37.34,33.49,38.24,26.07,140.15,55.84,0.36,14,6.94,24.3,18.27,-3.84,110.66,43.76,206.97,92.23,-266.94,0,0,74.89,0,-0.26,-0.55
SHARDACROP.NS,Sharda Cropchem,10.99,21.55,2.2,2.3,0.43,5.77,12.48,23.17,30.25,13.22,17.01,680.99,304.42,0,268.37,12.4,69.4,75.47,25.64,18.52,9.2,49.11,25.64,158.45,1.96,19.88,74.82,0,-1.48,-0.52
SHAREINDIA.NS,Share India Sec.,10.53,19.23,1.46,2.09,-24.49,2.14,7.75,13.02,18.41,18.2,25.75,324.44,328.09,0.26,4.5,22.07,16.61,14.78,-9.79,14.62,10.54,17.62,-0.43,-186.04,0.63,6.43,48.62,57.8,0.33,0.01
SHILPAMED.NS,Shilpa Medicare,56.5,32.56,6.2,3.99,0.53,32.72,6.35,8.99,10.88,5.39,8.01,243.33,78.29,0.25,7.36,14.51,15.2,12.44,100.68,27.95,13.64,116.95,106.86,-28.45,0.07,4.82,40.13,8.73,0.32,-0.53
SHREECEM.NS,Shree Cement,53.74,32.39,3.77,1.89,5.34,17.09,5.63,7.51,10.27,8.23,10.58,1748.66,1123.8,0.08,10.71,8.06,451.79,483.24,10.06,12.63,5.47,9.64,10.06,1979.09,0.62,31.04,62.56,0,-0.73,0.63
SHREEJISPG.NS,Shreeji Ship. Gl,62.58,10.61,13,1.64,6.59,39.18,15.43,27.46,26.35,34.35,33.12,152.7,141.24,0.36,12.87,21.53,9.81,9.37,0,23.06,-4.99,20.59,9.5,-62.42,0.16,106.69,90,0,0.24,-0.06
SHRINGARMS.NS,Shringar House,17.81,19.17,3.19,3.14,0.25,12.86,18.22,26.29,26.83,28.47,26.69,115.49,61.11,0.28,23.08,5.14,12.55,11.98,-23.11,65.06,33.2,66.58,70.36,-290.31,0,0,74.8,0,-2.85,1.19
SHRIPISTON.NS,SPR Auto Technologies,34.08,30.3,6.85,3.42,1.36,19.86,11.65,21.36,20.78,23.04,24.85,561.4,515.56,0.68,10.05,12.89,127.95,125.43,25.02,35.19,19.55,11.14,25.07,437.29,0.22,7.97,43.75,0,0.56,-0.73
SHRIRAMFIN.NS,Shriram Finance,23.48,20.01,3.22,1.81,1.26,13.72,3.26,16.39,11.49,16.01,11.24,10024.15,9576.32,3.8,1.7,20.83,56.48,53.28,18.4,14.2,16.44,33.03,18.6,-13475.08,0.96,20.27,20.3,0,9.6,-3.39
SHYAMMETL.NS,Shyam Metalics,24.8,22.43,2.41,1.93,2.88,10.59,5.83,9.7,13.01,10.18,11.98,1060.17,909.26,0.09,7.69,5.72,40.24,38.34,5.39,22.8,13.59,21.54,8.6,-613.68,0.45,11.7,74.59,0,-0.12,4.58
SIEMENS.NS,Siemens,92.36,33.08,9.98,5.51,4.1,57.34,12.11,19.22,21.44,17.29,19.69,2754.1,2718.1,0.02,65.7,11.3,91.98,77.27,22.52,13.21,15.47,-11.55,22.52,-1080.1,0.46,23.29,75,0,-0.33,0.51
SIGNATURE.NS,SignatureGlobal,0,26.83,6.09,2.45,0,136.61,0.24,2.79,2.6,7.48,3.15,1094.65,101.21,1.61,0.69,1.38,74.28,77.9,35.51,-22.98,18.66,-107.86,36.61,112.98,0,0,69.54,0,-0.08,0.05
SJVN.NS,SJVN,40.53,22.91,1.82,1.84,-1.79,15.42,1.31,4.52,5.57,5.41,5.16,641.85,818.02,2.27,1.76,14.17,1.63,1.63,-22.68,60.47,15.51,-7.4,-22.68,-3839.45,2.28,91.81,81.85,0,0.04,0
SKFINDIA.NS,SKF India,53.28,67.25,5.95,6.17,-3.06,21.95,10.48,15.06,13.33,19.85,18.63,266.01,565.81,0,1347.33,13.88,42.36,53.85,-17.39,17.89,-20.91,-40.78,-17.39,133.84,2.5,74.34,52.58,0,-0.21,0.17
SKFINDUS.NS,SKF India Indus.,35.42,67.25,9.22,6.17,0,29.49,16.19,26.65,29.89,0,29.89,217.67,121.31,0,617.98,10.8,76956.46,44.03,0,377.42,0,206.22,0,70.24,0.73,22.71,52.58,0,0.21,-0.54
SKIPPER.NS,Skipper,27.73,33.08,4.25,5.51,0.32,12.06,5.45,16.2,23.32,13.68,22.69,207.33,145.83,0.64,2.43,3.88,19.41,18.36,87.75,17.18,41.01,42.72,87.77,-88.11,0.02,0.54,61.48,0,4.57,0.58
SKYGOLD.NS,Sky Gold & Diam.,35.97,19.17,10.06,3.14,0.25,22.66,15.87,29.25,27.02,27.49,22.11,281.83,132.66,0.73,6,4.48,21.63,17.78,117.29,81.4,76.05,116.13,145.49,-140.04,0,0,51.74,0,1.59,1.06
SMARTWORKS.NS,Smartworks Cowor,210.53,19.55,11.01,2.09,7.48,7.89,0.19,3.3,8.3,-23.72,7.43,10.53,-63.18,9,1.1,0.59,2.44,0.92,27.46,36.32,36.16,162.83,28.14,809.7,0,0,58.33,0,0.12,-0.14
SMLMAH.NS,SML Mahindra,47.74,27.69,14.38,10.49,0.48,27.54,11.84,35.4,30.9,38.16,27.21,159.75,121.67,0.56,12.4,5.63,108.08,110.39,100.39,18.07,15.93,9.96,100.39,86.08,0.46,21.3,58.97,0,0.47,0.87
SOBHA.NS,Sobha,60.42,26.83,2.95,2.45,2.65,24.11,1.05,4.16,6.86,3.15,6.81,193.41,94.69,0.22,3.24,3.72,21.57,18.09,22.85,32.15,16.18,125.55,22.83,224.46,0.46,33.18,52.88,0,-0.11,-0.11
SOLARINDS.NS,Solar Industries,89.43,58.2,28.49,9.15,2.94,55.63,19.14,32.64,38.08,32.18,36.18,1736.64,1287.93,0.24,19.92,18.36,220.07,185.38,30.39,41.72,12.45,57.84,30.39,-1072.39,0.06,5.93,73.15,2.27,-0.2,0.47
SOLARWORLD.NS,Solarworld Ene.,11.11,16.03,1.53,1.86,0.11,5.27,10.54,20.83,23.8,30.47,44.02,120.47,77.05,0.3,7.68,8.75,13.51,13.9,-68.94,150.04,80.9,34.09,100.98,-10.81,0,0,65.77,0,-0.46,-2.16
SONACOMS.NS,Sona BLW Precis.,65.99,30.3,8.75,3.42,3.41,39.47,9.98,11.67,15.11,14.17,19.06,646.42,579.69,0.06,48.47,15.9,12,10.4,17,42.68,18.99,37.36,19.37,237,0.41,32.71,28.01,0,-0.09,0.14
SONATSOFTW.NS,Sonata Software,16.96,21.41,4.51,3.34,4.15,10.58,10.57,28.25,30.67,28.54,31.76,464.39,424.67,0.38,12.56,4.76,16.52,16.56,4.09,3.97,12.83,18.14,4.09,425.32,2.58,47.09,28.17,0,0.43,-0.87
SOUTHBANK.NS,South Ind.Bank,7.83,14.1,1,1.33,0.34,16.03,1.09,13.51,6.42,13.68,6.37,1455.14,1302.89,10.97,1.31,14.77,5.77,5.56,23.3,6.88,10.83,13.54,23.33,3768,1,8.09,0,0,1.18,1.49
SPARC.NS,SPARC,4.06,32.56,4.86,3.99,0.04,4.29,125.29,281.12,164.99,0,-80.65,1552.13,-345.22,0.42,45.23,83.25,48.79,47.83,108.25,2855.8,98.91,631.12,108.25,-262.42,0,0,65.68,0,1.86,-0.79
SPLPETRO.NS,Supreme Petroch.,26.9,14.35,5.56,1.28,-2.29,16.59,9.39,14.11,18.79,16.01,21.34,327.31,390.52,0.05,46.66,6.08,25.67,17.41,-11.77,-3.29,0.32,40.25,-11.77,36.82,1.5,60.33,64.24,0,0.11,-0.1
SRF.NS,SRF,34.1,18.77,5.43,1.21,-8.3,20.59,8.34,14.27,14.61,12.36,13.2,1835.18,1250.78,0.36,11.46,12.05,72.93,61.91,-4.11,12.98,2.01,56.61,-4.11,747.05,0.35,14.59,50.26,0,-1.22,1.27
STAR.NS,Strides Pharma,15.81,32.56,2.95,3.99,0.22,9.88,9.18,19.99,18.32,56.97,13.4,574.52,3597.52,0.57,5.09,12.03,66.56,60.34,69.99,8.07,9.62,54.61,70.68,290.97,0.5,8.29,27.91,38.1,-0.28,0.98
STARCEMENT.NS,Star Cement,20.78,32.39,2.46,1.89,1.19,8.98,9.11,13.24,16.68,10.33,13.85,390.45,168.82,0.19,11.15,10.56,9.15,9.73,17.51,14.53,11.77,59.87,17.51,278.14,1.03,10.27,58.1,1.33,0.03,-0.27
STARHEALTH.NS,Star Health Insu,40.06,39.62,0,4.77,-11.61,29.56,2.48,7.61,9.69,10.22,13.12,556.98,645.86,0,0,3.12,14.35,9.47,-3.82,11.35,13.8,10.33,-3.45,1796.51,0,0,58.01,0,0.98,-0.9
STLTECH.NS,Sterlite Tech.,136.45,48.84,13.37,6.3,-3.18,38.25,0.45,1.24,7.65,-2.74,4.66,56,-123,0.86,2.46,0.56,4.98,1.15,-46.59,36.18,-11.84,1489.53,-42.86,344,0,0,42.29,0,8.24,2.43
STUDDS.NS,Studds Accessor.,23.62,30.3,3.37,3.42,0.66,13.68,13.82,16.97,22.93,16.57,22.03,82.65,69.64,0.02,119.99,13.01,18.98,21,7.56,10.4,8.31,0.9,35.52,39.64,0.67,14.29,61.75,0,0.41,-0.41
STYL.NS,Seshaasai Tech.,24.16,74.91,4.54,3.11,0.76,14.67,17.22,23.57,27.98,32.88,34.35,243.74,222.21,0.06,25.18,16.92,16.61,15.06,-44.95,6.58,7.91,23.06,31.62,61.06,0.62,16.6,81.8,0,-0.04,0.69
STYRENIX.NS,Styrenix Perfor.,13.53,27.92,2.71,2.82,0,8.66,7.6,14.18,13.85,19.6,19.83,182.85,233.72,0.4,19.03,5.33,155.15,103.98,0,8.62,0,22.16,0,25.83,2.56,51.95,46.24,0,-0.09,0.1
SUBROS.NS,Subros,27.92,24.85,3.86,3.62,0.52,13.23,8.59,14.66,19.75,13.4,18.59,165.65,150.54,0.02,24.36,4.57,25.5,25.39,53.51,13.78,10.2,9.93,53.51,-41.97,0.41,11.82,36.79,0,-0.11,-0.06
SUDARSCHEM.NS,Sudarshan Chem.,92.9,18.03,2.7,1.6,-3.65,14.18,0.35,0.54,5.46,3.01,7.63,40.8,60.3,0.72,2.62,0.35,9.06,2.84,-28.56,90.13,62.01,-19.31,-25.47,63.3,0.42,176.01,8.19,0,0.52,1.52
SUDEEPPHRM.NS,Sudeep Pharma,68.53,32.56,14.17,3.99,1.69,47.95,18.43,25.17,28.18,31.82,37.5,174.28,138.73,0.17,30.98,27.14,16.83,15.31,-67.42,23.56,14.42,19.8,40.47,-48.6,0.14,0,76.16,0,0.26,-2.47
SUMICHEM.NS,Sumitomo Chemi.,48.26,21.55,8.14,2.3,14.8,32.94,13.26,17.65,23.48,17.35,23.15,543.14,501.95,0.02,114.07,17.4,11.62,10.88,3.26,-3.47,-3.19,3.23,3.26,404.25,0.24,11.95,75,0,-0.39,0.35
SUNDARMFIN.NS,Sundaram Finance,21.97,20.01,3.36,1.81,1.31,14.72,2.62,15.01,9.44,14.86,9.43,2058.86,1879.44,4.68,1.61,21.4,199.81,185.32,16.75,13.75,21.44,18.63,16.75,-5921.34,0.89,21.41,37.21,0,-0.39,0.31
SUNPHARMA.NS,Sun Pharma.Inds.,36.2,32.56,5.47,3.99,2.78,22.43,12.44,15.95,20.53,16.47,19.36,11508.65,10964.75,0.06,47.01,21.31,50.41,47.84,13.03,11.41,10.03,10.17,13.03,8905.93,0.84,33.44,54.48,1.65,-1.4,1.06
SUNTECK.NS,Sunteck Realty,20.31,26.83,1.2,2.45,0.05,13.7,2.22,5.95,7.54,4.44,6.16,202.07,150.32,0.21,4.81,17.98,14.54,13.92,424.86,55.42,45.82,32.46,425.29,-585.21,0.51,10.77,63.14,0,-2.46,-0.31
SUNTV.NS,Sun TV Network,11.92,37.55,1.49,0.78,-3.21,6.53,11.29,12.3,16.51,15.54,21.03,1440.63,1703.64,0.01,182.41,34.48,38.8,36.53,-3.71,12.66,4.74,-7.84,-3.71,-408.87,2.62,34.22,75,0,-0.84,0.39
SUPREMEIND.NS,Supreme Inds.,44.9,22.51,7.52,2.25,13.52,25.18,12.47,15.77,20.73,17.99,23.78,953.98,960.88,0.01,44.76,8.32,81.27,75.1,3.32,8.71,6.83,16.02,3.32,416.47,0.99,47.94,48.96,0,-0.04,-0.16
SUPRIYA.NS,Supriya Lifesci.,32.89,32.56,5.45,3.99,1.01,21.45,16.97,19.09,25.13,18.71,24.91,209.12,187.96,0,154.5,25.3,24.65,25.98,32.55,28.14,21.56,11.58,32.55,2.3,0.12,3.85,68.3,0,1.02,-0.4
SURYAROSNI.NS,Surya Roshni,15.24,22.43,1.81,1.93,-2.5,7.56,8.2,10.9,15.6,13.7,19,285.81,346.6,0.03,16.03,3.68,14.33,13.13,-6.1,11.69,-1.94,8.34,-6.1,250.38,2.29,38.07,63.02,0,-0.87,-0.2
SUZLON.NS,Suzlon Energy,20.38,33.08,6.76,5.51,0.13,19.82,19.4,39.67,34.15,38.46,30.53,3163.39,2071.63,0.06,5.77,18.45,2.31,2.33,155.34,45.24,40.99,50.18,162.85,626.03,0,0,11.7,0,0.3,1.94
SWANCORP.NS,Swan Corp,42.97,14.35,1.27,1.28,0,21.23,-2.46,-4.5,-0.58,-7.39,2.08,271.28,874.4,0.28,4.17,-7.72,7.13,8.75,0,-16.72,44.85,-64.87,0,-221.17,0.05,1.72,53.96,39.55,-0.06,0.02
SWIGGY.NS,Swiggy,0,51.16,4.21,5.58,0,-32.85,-20.51,-29.07,-24.08,0,-25.9,-4154,-3117,0.14,-16.63,-17.99,-14,-15.05,0,46.8,40.77,-0.92,0.15,-3809,0,0,0,0,-0.63,1.93
SWSOLAR.NS,Sterling & Wils.,14.71,16.03,7.06,1.86,0.46,10.54,6.31,40.07,26.78,9.18,15.84,-295.79,85.55,1.83,2.97,4.58,-12.3,-13.25,30.66,3.19,55.31,185.88,31.69,-268.31,0,0,45.73,27.62,-1.89,1.61
SYNGENE.NS,Syngene Intl.,53.87,39.12,3.29,3.47,-7.14,17.68,5.37,7.78,9.99,10.1,12.65,316.7,496.2,0.09,9.13,9.95,5.49,7.86,-7.65,-3.41,5.4,-41.61,-7.54,547,0.32,15.9,52.59,0,-2.09,1.57
SYRMA.NS,Syrma SGS Tech.,75.1,32.46,9.73,4.19,1.9,42.65,7.03,13.96,16.78,10.36,12.7,345.81,184.45,0.14,12.22,7.27,19.1,16.48,35.47,53.01,33,84,39.45,114.32,0.1,9.09,42.28,0,0.91,-0.69
TANLA.NS,Tanla Platforms,14.24,30.84,3.05,2.34,3.27,8.22,14.41,21.41,26.32,25.19,31.27,509.15,507.28,0.02,162.41,11.53,40.18,38.39,4.83,13.21,9.61,10,4.36,476.79,2.09,31.25,46.17,0,0.03,0.1
TARC.NS,TARC Ltd,0,26.83,3.38,2.45,0,269.05,0.43,1.81,2.26,-8.05,-1.08,19.03,-231.29,1.78,0.19,5.77,-0.42,0.65,-4.95,364.71,-3.64,91.44,-4.95,159.27,0,0,65.12,0,0.07,0.04
