Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
DBREALTY.NS,Valor Estate Limited,Real Estate,Real Estate - Development,4966.28,Small,91.56,106.82,136.82,39.95,Bearish,Bearish,-22.28,-45.68,-39.65,-28.09,1.6941,-1.313,50.97,6.68,252.67,83.5,-63.76,9.65,-66.19,-39.65,8.19,Strong Bear,Damaged,186,4,-10.62,-0.9,1.05,Stable,Death Cross,141,-7,-9.36,-36.19,145.9,187.2,0.78
PTC.NS,PTC India Limited,Utilities,Utilities - Independent Power Producers,4952.81,Small,167.32,163.27,163.82,55.24,Bullish,Bearish,5.31,0.46,12.1,-16.93,1.0068,0.613,29.27,3.32,207,143.01,-19.17,17,-20.54,12.1,28.12,Bull,Correcting,160,7,0.28,0.02,1.1,Stable,Death Cross,11,13.1,18.22,9.95,114.6,90.1,1.27
AJAXENGG.NS,AJAX ENGINEERING LIMITED,Industrials,Farm & Heavy Construction Machinery,4937.23,Small,431.55,494.76,572.02,38.35,Bearish,Bearish,-26.26,-33.43,-26.86,21.61,1.1003,0.8505,38.34,5.52,756.2,394.8,-42.93,9.31,-45.56,-26.86,,Strong Bear,Damaged,229,5,-2.98,-0.87,1.31,Rising,Death Cross,106,-0.68,-13.34,-23.95,96.2,122.3,0.79
ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing,4879.66,Small,246.38,260.32,276.64,46.49,Bullish,Bearish,-5.33,-11.24,-10.53,-73.72,1.6496,-0.117,59.69,6.34,351.35,213.55,-29.88,15.37,-35.41,-10.53,23.82,Strong Bear,Damaged,230,5,-7.49,-0.19,0.86,Stable,Death Cross,74,1.78,7.58,-1.75,172,157.5,1.09
WAKEFIT.NS,WAKEFIT INNOVATIONS LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4873.28,Small,147.69,175.95,186.07,34.32,Bearish,Bearish,-20.6,,,-70.45,1.0156,,46.04,6.98,224,145.78,-34.07,1.31,-31.56,,,Strong Bear,Damaged,35,,-17.08,,1.19,Rising,Death Cross,19,-12.9,-7.69,,91.5,122.8,0.75
CEIGALL.NS,CEIGALL INDIA LIMITED,Industrials,Engineering & Construction,4843.49,Small,277.9,274.19,271.03,52.56,Bullish,Bearish,6.92,1.82,7.55,-29.48,0.7969,0.4679,29.92,4.13,307.9,222.61,-9.74,24.84,-21.02,7.55,,Strong Bull,Recovering,34,6,-5.44,0.06,1.31,Rising,Golden Cross,35,7.91,19.83,11.71,101.4,86.3,1.17
SUPRIYA.NS,Supriya Lifescience Limited,Healthcare,Biotechnology,4837.02,Small,601,638.44,681.12,48.17,Bullish,Bearish,-18.61,-18.93,-17.12,17.16,1.3584,0.141,36.89,4.66,842,545.5,-28.62,10.17,-31.06,-17.12,43.71,Strong Bear,Damaged,95,5,-3.09,-0.51,1.36,Rising,Death Cross,23,1.75,-5.69,-9.44,102.3,119.2,0.86
RAYMONDLSL.NS,Raymond Lifestyle Limited,Consumer Cyclical,Apparel Manufacturing,4802.34,Small,786.45,877.78,1097.81,44.8,Bullish,Bullish,-21.87,-37.94,-31.11,-8.61,1.383,1.3587,46.51,6.64,1411.9,725.2,-44.3,8.45,-44.52,-31.11,,Strong Bear,Damaged,140,6,-5.19,-0.82,1.24,Rising,Death Cross,408,-1.43,-8.96,-28.04,145.7,169.1,0.86
JAMNAAUTO.NS,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts,4794.54,Small,119.95,125.77,114.04,46.14,Bearish,Bearish,-3.82,18.02,54.92,-59.8,1.4332,0.028,39.14,5.53,152.6,69.7,-21.4,72.09,-24.51,54.92,7.47,Bull,Damaged,24,7,-17.81,0.46,1.16,Rising,Golden Cross,154,-8.04,9.09,27.51,182,109.7,1.66
SENCO.NS,Senco Gold Limited,Consumer Cyclical,Luxury Goods,4727.88,Small,288.6,308.62,336.64,43.1,Bearish,Bearish,-9.03,-16.38,-4.36,-62.12,1.0796,0.065,37.44,4.28,405.7,276,-28.86,4.57,-29.15,-4.36,,Strong Bear,Damaged,245,5,-5.68,-0.44,0.87,Stable,Death Cross,295,2.36,3.89,-6.89,106.1,98.6,1.08
MAPMYINDIA.NS,C. E. Info Systems Limited,Technology,Software - Infrastructure,4725.49,Small,863.55,1104.84,1480.72,35.71,Bullish,Bearish,-49.62,-47.02,-46.86,10.97,1.0087,-0.185,33.85,5.52,2166.7,795,-60.14,8.62,-61.78,-46.86,-10.55,Strong Bear,Damaged,228,6,-1.08,-1.39,1.3,Rising,Death Cross,196,-6.57,-36.7,-37.53,27.2,98.3,0.28
NETWORK18.NS,Network18 Media & Investments Limited,Communication Services,Entertainment,4690.61,Small,30.37,34.54,44.61,43.41,Bullish,Bearish,-29.12,-42.96,-36.05,63.71,1.4019,-0.088,40.9,5.1,65.29,27.38,-53.48,10.92,-56.41,-36.05,-19.93,Strong Bear,Damaged,185,3,0.66,-1.05,1.35,Rising,Death Cross,385,2,-16.21,-33.47,106.2,147.7,0.72
CRAMC.NS,CANARA ROBECO AMC LIMITED,Financial Services,Asset Management,4656,Small,233.48,250.01,279.35,46.6,Bullish,Bearish,-24.91,,,17.97,1.5341,,45.76,4.59,353.4,214.2,-33.93,9,-37.73,,,Strong Bear,Damaged,111,3,0.94,,1.3,Rising,Death Cross,55,3.68,-12,,160.5,164,0.98
CMSINFO.NS,CMS Info Systems Limited,Industrials,Specialty Business Services,4640.31,Small,281.85,303.32,362.27,42.38,Bearish,Bearish,-17.18,-25.93,-40.22,26.55,0.5386,0.128,26.78,3.88,541.15,261.9,-47.92,7.62,-49.88,-40.22,0.58,Strong Bear,Damaged,181,3,-0.73,-0.97,1.1,Stable,Death Cross,160,4.59,-4.26,-16.44,35.1,93.8,0.37
GANESHHOU.NS,Ganesh Housing Limited,Real Estate,Real Estate - Development,4595.46,Small,551.1,660.97,773.44,37.23,Bearish,Bearish,-31.39,-36,,73.32,1.3449,-0.761,35.38,6.05,899.7,500,-38.75,10.22,-42.61,,,Strong Bear,Damaged,144,2,-7.63,-1.02,1.42,Rising,Death Cross,143,-7.04,-18.47,-26.51,70.6,149.2,0.47
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,Industrials,Engineering & Construction,4550.13,Small,679.25,788.4,889.37,35.02,Bearish,Bearish,-32.62,-31.7,-17.42,-9.45,0.857,0.27,37.09,4.97,1125,645.15,-39.62,5.29,-41.29,-17.42,13.75,Strong Bear,Damaged,185,6,0.2,-0.85,0.94,Stable,Death Cross,54,0.38,-19.71,-22.21,49.8,63.2,0.79
RALLIS.NS,Rallis India Limited,Basic Materials,Agricultural Inputs,4539.88,Small,233.45,254.48,275.79,41.81,Bearish,Bearish,-16.57,-26.82,2.05,-53.85,1.1737,0.248,42.81,4.83,385.9,196.78,-39.51,18.64,-42.72,2.05,5.61,Strong Bear,Damaged,156,7,-9.7,-0.63,0.92,Stable,Death Cross,105,-4.17,-3.65,-17.33,122.1,103.3,1.18
MASTEK.NS,Mastek Limited,Technology,Information Technology Services,4535.84,Small,1463.3,1682.23,2063.31,42.73,Bullish,Bearish,-30.36,-32.59,-35.23,-0.67,1.2752,-0.105,36.56,4.99,2818,1334.2,-48.07,9.68,-49.2,-35.23,-4.44,Strong Bear,Damaged,181,6,2.31,-0.89,1.32,Rising,Death Cross,294,3.24,-17.45,-23.1,98.5,140.6,0.7
GOKEX.NS,Gokaldas Exports Limited,Consumer Cyclical,Apparel Manufacturing,4532.54,Small,618.8,656.29,759.95,48.96,Bullish,Bearish,-18.32,-19.71,-27.23,-65.48,1.7609,-0.5,58.12,5.95,1060,531,-41.62,16.53,-48.13,-27.23,15.09,Strong Bear,Damaged,226,6,-2.88,-0.34,0.7,Falling,Death Cross,81,2.06,-5.4,-10.23,186.1,197.8,0.94
SURYAROSNI.NS,Surya Roshni Limited,Basic Materials,Steel,4528.76,Small,208.12,224.43,259.26,47.48,Bullish,Bearish,-22.52,-26.45,-18.31,-4.88,1.2541,0.297,39.64,4.93,359,187.35,-42.03,11.09,-44.83,-18.31,6.57,Strong Bear,Damaged,179,6,0.52,-0.67,1.44,Rising,Death Cross,120,4.07,-9.6,-16.96,93,104.7,0.89
VIPIND.NS,V.I.P. Industries Limited,Consumer Cyclical,Footwear & Accessories,4499.5,Small,316.25,351.86,382.55,39.21,Bearish,Bearish,-18.15,-27.95,7.24,47.84,1.1334,-0.071,41.27,4.78,492.3,248.35,-35.76,27.34,-37.42,7.24,-19.8,Strong Bear,Damaged,185,5,-6.03,-0.68,1.15,Stable,Death Cross,95,-1.03,-5.24,-18.46,138.9,114.8,1.21
THOMASCOOK.NS,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services,4461.95,Small,95.78,107.43,137.07,46.19,Bullish,Bullish,-31.21,-42.51,-32.54,70.64,1.3658,-0.455,45.01,5.62,188.29,86.35,-49.13,10.92,-52.62,-32.54,16.01,Strong Bear,Damaged,180,6,1.71,-0.94,1.46,Rising,Death Cross,123,2.36,-18.29,-33.02,99.9,132.7,0.75
RTNPOWER.NS,RattanIndia Power Limited,Utilities,Utilities - Independent Power Producers,4457.19,Small,8.3,8.48,10.07,51.48,Bullish,Bearish,-10.56,-29.54,-20.04,55.91,1.4047,0.216,46,4.68,16.92,7.52,-50.95,10.37,-53.42,-20.04,33.35,Strong Bear,Damaged,189,3,3.64,-0.64,1.38,Rising,Death Cross,130,11.17,2.35,-20.05,175.6,183.5,0.96
SUBROS.NS,Subros Limited,Consumer Cyclical,Auto Parts,4451.04,Small,682.3,746.7,815.66,45.23,Bullish,Bearish,-20.47,-39.76,16.51,22.18,1.5462,0.35,50.88,4.61,1213.7,518,-43.78,31.72,-46.81,16.51,32.18,Strong Bear,Damaged,131,7,-8.03,-0.78,1.23,Rising,Death Cross,41,-3.81,-7.56,-30.27,160.9,124.1,1.3
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Basic Materials,Specialty Chemicals,4428.47,Small,896.45,1028.76,1109.55,34.25,Bearish,Bearish,-23.3,-25.48,-25.73,124.12,1.1301,0.524,27.82,4.42,1331.9,865,-32.69,3.64,-31.01,-25.73,34.63,Strong Bear,Damaged,144,6,-10.23,-0.92,1.37,Rising,Death Cross,51,-6.95,-10.39,-15.99,91.4,120.2,0.76
PNCINFRA.NS,PNC Infratech Limited,Industrials,Engineering & Construction,4422.22,Small,172.38,205.27,253.52,36.32,Bearish,Bearish,-30.4,-42.64,-37.01,34.73,1.0735,0.155,30.3,5.64,331.8,158.17,-48.05,8.98,-49.62,-37.01,-15.88,Strong Bear,Damaged,175,5,-8.43,-1.41,1.4,Rising,Death Cross,374,-7.51,-17.49,-33.15,70.2,119.6,0.59
JUSTDIAL.NS,Just Dial Limited,Communication Services,Internet Content & Information,4394.32,Small,516.6,586.32,729.7,40.61,Bullish,Bearish,-28.63,-37.01,-41.25,106.11,1.1247,0.047,30.01,3.83,1048.9,480.5,-50.75,7.51,-52.28,-41.25,-4.99,Strong Bear,Damaged,246,3,-1.13,-1.23,1.08,Stable,Death Cross,315,0.37,-15.72,-27.52,69.6,127.9,0.54
MIDWESTLTD.NS,MIDWEST LIMITED,Basic Materials,Building Materials,4374.37,Small,1209.7,1295.91,1279.52,46.66,Bullish,Bullish,-32.35,,,-30.48,1.7486,,63.51,6.12,1859.9,1048.5,-34.96,15.37,-39.88,,,Strong Bear,Damaged,60,3,3.07,,1.22,Rising,Golden Cross,95,3.34,-19.44,,219.9,121.8,1.81
SMARTWORKS.NS,SMARTWORKS COWORKING SP L,Real Estate,Real Estate Services,4372.81,Small,382.7,419.02,461.64,42.73,Bullish,Bearish,-18.76,-32.74,,13.83,0.7888,,35.75,5.53,619,361.5,-38.17,5.86,-38.61,,,Strong Bear,Damaged,105,5,1.82,-0.92,1.28,Rising,Death Cross,50,6.62,-5.85,-23.25,56.7,66.1,0.86
SUNTECK.NS,Sunteck Realty Limited,Real Estate,Real Estate - Development,4333.31,Small,295.1,358.96,403.66,36.15,Bearish,Bearish,-26.82,-30.32,-26.98,67.91,1.5035,0.3,38.81,5.82,478.75,270.75,-38.36,8.99,-40.99,-26.98,-1.12,Strong Bear,Damaged,106,7,-20.11,-0.78,1.39,Rising,Death Cross,319,-18,-13.91,-20.83,140.5,164.9,0.85
AURIONPRO.NS,Aurionpro Solutions Limited,Technology,Software - Infrastructure,4324.6,Small,783.25,894.1,1106.57,41.17,Bearish,Bearish,-26.55,-32.77,-47.89,-13.89,1.1843,-0.781,47.28,5.49,1665.9,719.6,-52.98,8.85,-55.89,-47.89,66.28,Strong Bear,Damaged,264,3,-0.57,-0.69,1.17,Rising,Death Cross,175,1.63,-13.63,-23.28,80.1,145.1,0.55
SHARDAMOTR.NS,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts,4259.94,Small,742.05,852.64,974.37,38.96,Bearish,Bearish,-21.05,-34.03,0.64,56.65,1.3702,0.197,46.64,5.47,1248,625,-40.54,18.73,-41.81,0.64,8.38,Strong Bear,Damaged,191,7,-15.07,-0.73,1.3,Rising,Death Cross,323,-11.03,-8.13,-24.55,112.1,118.5,0.95
DHANUKA.NS,Dhanuka Agritech Limited,Basic Materials,Agricultural Inputs,4251.11,Small,943.05,1040.55,1253.39,41.36,Bearish,Bearish,-21.98,-38.33,-25.28,90.26,0.9652,0.065,36.71,4.37,1975,889.6,-52.25,6.01,-52.97,-25.28,13.28,Strong Bear,Damaged,174,4,-3.49,-1.04,1.05,Stable,Death Cross,113,0.23,-9.07,-28.84,52.2,83.8,0.62
KSCL.NS,Kaveri Seed Company Limited,Basic Materials,Agricultural Inputs,4231.81,Small,833.95,832.74,966.11,55.53,Bullish,Bullish,-13.73,-23.1,-38.27,116.98,0.8532,-0.022,41.72,4.58,1602,705.1,-47.94,18.27,-54.21,-38.27,16.1,Strong Bear,Damaged,250,4,9.08,-0.55,1.17,Rising,Death Cross,125,15.55,-0.82,-13.61,45.6,93.5,0.49
TVSSCS.NS,TVS Supply Chain Solutions Limited,Industrials,Integrated Freight & Logistics,4213.71,Small,95.51,106.24,118.92,38.6,Bearish,Bearish,-11.32,-25.6,-32.44,-89.65,1.2673,0.423,38.96,5.22,147,90.32,-35.03,5.75,-36.53,-32.44,,Strong Bear,Damaged,206,7,-12.64,-0.66,0.87,Stable,Death Cross,360,-5.37,1.59,-16.12,120,153.8,0.78
PURVA.NS,Puravankara Limited,Real Estate,Real Estate - Development,4168.38,Small,175.77,204.93,245.44,41.97,Bullish,Bearish,-26.9,-33.62,-30.34,-29.52,1.4151,-0.272,46.98,6.72,338.95,160.69,-48.14,9.38,-50.1,-30.34,30.58,Strong Bear,Damaged,211,4,-6.02,-0.72,1.35,Rising,Death Cross,306,-3.94,-13.98,-24.13,126.3,152.8,0.83
IONEXCHANG.NS,Ion Exchange (India) Limited,Industrials,Pollution & Treatment Controls,4150.8,Small,337.3,354.23,406.53,46.78,Bearish,Bearish,-12.05,-19.95,-31.23,29.03,0.7884,0.21,34.61,4.92,580.75,312.7,-41.92,7.87,-43.98,-31.23,-0.35,Strong Bear,Damaged,223,4,-4.45,-0.58,1.44,Rising,Death Cross,296,2.58,0.87,-10.46,59.2,100,0.59
EBGNG.NS,GNG ELECTRONICS LIMITED,Technology,Computer Hardware,4133.49,Small,362.55,348.15,331.89,50,Bearish,Bullish,15.17,0.03,,-13.58,1.4484,,47.72,5.56,409.7,239,-11.51,51.69,-37.93,,,Bull,Correcting,139,4,-8.41,0,1.06,Stable,Golden Cross,19,7.69,28.08,9.52,202.1,140,1.44
DATAMATICS.NS,Datamatics Global Services Limited,Technology,Information Technology Services,4095.78,Small,692.95,727.92,764.11,47.87,Bearish,Bearish,-13.73,-21.01,7.03,-82.39,1.7502,-0.355,50.13,5.63,1120,522,-38.13,32.75,-40.88,7.03,32.3,Strong Bear,Damaged,169,7,-6.06,-0.42,1.08,Stable,Death Cross,45,0.42,-0.81,-11.52,162.7,131.8,1.23
GHCL.NS,GHCL Limited,Basic Materials,Chemicals,4092.91,Small,445.2,483.38,549.47,44.53,Bullish,Bearish,-19.95,-25.6,-27.08,58.94,0.9934,-0.627,28.32,3.77,667.2,419,-33.27,6.25,-35.72,-27.08,-2.25,Strong Bear,Damaged,115,5,-3.16,-0.9,1.36,Rising,Death Cross,79,1.23,-7.04,-16.11,75,106.5,0.7
INNOVACAP.NS,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4028.35,Small,703.95,693.36,755.17,53.91,Bullish,Bearish,-0.36,-15.93,-24.73,14.26,0.927,-0.496,34.64,4.45,1020.7,622,-31.03,13.18,-31.8,-24.73,,Strong Bear,Damaged,209,4,4.67,-0.46,1.19,Rising,Death Cross,116,15.6,12.55,-6.44,35.1,61.9,0.57
BAJAJELEC.NS,Bajaj Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3996.32,Small,345.65,383.88,496.39,40.91,Bullish,Bearish,-28.54,-38.82,-43.04,47.91,1.0489,-0.14,32.62,5.42,711,330,-51.39,4.74,-50.84,-43.04,-30.27,Strong Bear,Damaged,193,3,2.28,-1.19,1.19,Rising,Death Cross,431,3.82,-15.63,-29.33,60,121.7,0.49
SKIPPER.NS,Skipper Limited,Industrials,Engineering & Construction,3985.56,Small,352.9,367.96,429.34,49.82,Bullish,Bearish,-15.37,-33.77,-24.27,-4.58,1.5793,0.175,39.59,4.87,588,327.05,-39.98,7.9,-41.86,-24.27,49.34,Strong Bear,Damaged,148,7,0.8,-0.85,1.05,Stable,Death Cross,79,6.72,-2.46,-24.28,158,176.6,0.89
HCC.NS,Hindustan Construction Company Limited,Industrials,Engineering & Construction,3963.26,Small,15.13,17.22,22.76,43.74,Bullish,Bearish,-17.68,-46.14,-46.04,24.49,1.6178,0.045,49.49,5.59,37.39,13.65,-59.53,10.84,-62.27,-46.04,0.85,Strong Bear,Damaged,210,5,-9.2,-0.93,1.25,Rising,Death Cross,316,-4.05,-4.77,-36.65,127,183.7,0.69
RTNINDIA.NS,RattanIndia Enterprises Limited,Consumer Cyclical,Internet Retail,3950.72,Small,28.61,31.21,42.65,50.49,Bullish,Bearish,-29.89,-46.87,-35.97,111.44,1.8108,0.145,49.24,6.21,69.7,24.4,-58.95,17.25,-62.5,-35.97,-9.62,Strong Bear,Damaged,189,5,4.86,-0.95,1.31,Rising,Death Cross,133,5.94,-16.98,-37.38,178.7,212.5,0.84
SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3905.29,Small,120.34,125.54,139.93,48.66,Bullish,Bullish,-9.94,-11.34,-22.88,157.66,1.3875,0.107,49.49,5.67,204.4,108,-41.13,11.43,-45.25,-22.88,-14.53,Strong Bear,Damaged,216,4,-2.99,-0.23,1.57,Rising,Death Cross,485,4.75,2.97,-1.85,98.6,112,0.88
JSFB.NS,Jana Small Finance Bank Limited,Financial Services,Banks - Regional,3889.64,Small,369.3,374.06,422.48,52.19,Bullish,Bearish,-12.33,-20.7,-15.73,-42.8,0.9605,0.175,36.37,4.52,552.5,330,-33.16,11.91,-34.97,-15.73,,Strong Bear,Damaged,240,4,4.34,-0.57,1.01,Stable,Death Cross,120,11.28,0.58,-11.21,62.9,73.7,0.85
IFBIND.NS,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3878.29,Small,955.2,1130.17,1389.22,39.73,Bullish,Bearish,-39.23,-45.8,-26.91,18.39,1.2288,-0.127,47.71,5.13,2019.8,883.2,-52.71,8.15,-54.29,-26.91,4.65,Strong Bear,Damaged,110,6,0.42,-0.96,0.98,Stable,Death Cross,50,-1.61,-26.31,-36.31,83.8,105.5,0.79
RAIN.NS,Rain Industries Limited,Basic Materials,Specialty Chemicals,3864.29,Small,114.88,128.71,135.95,43.1,Bullish,Bearish,-21.33,-15.27,-16.49,-24.12,1.516,0.513,43.69,6.25,176,99.9,-34.73,14.99,-40.07,-16.49,-10.65,Strong Bear,Damaged,40,6,-18.55,-0.35,1.13,Stable,Death Cross,11,-14.6,-8.41,-5.79,138.6,143.6,0.97
VMART.NS,V-Mart Retail Limited,Consumer Cyclical,Department Stores,3860.36,Small,483.2,567.55,694.36,31.96,Bearish,Bearish,-33.39,-33.11,-33.57,5.11,0.7312,0.162,37.09,4.8,945,457.9,-48.87,5.53,-48.39,-33.57,-7.05,Strong Bear,Damaged,206,4,-4.83,-0.89,0.78,Falling,Death Cross,85,-4.92,-20.48,-23.62,65.7,105.9,0.62
CAPILLARY.NS,CAPILLARY TECHNO INDIA L,Technology,Software - Infrastructure,3851.78,Small,485.65,542.06,593.68,40.12,Bullish,Bearish,-28.47,,,-54.41,0.3995,,55.08,4.61,798.95,464.25,-39.21,4.61,-35.67,,,Strong Bear,Damaged,90,,4.36,,1.13,Stable,Death Cross,31,5.92,-15.55,,24,59.5,0.4
SUNFLAG.NS,Sunflag Iron and Steel Company Limited,Basic Materials,Steel,3841.02,Small,213.13,232.6,250.69,44.62,Bearish,Bearish,-20.27,-20.98,-15.59,38.35,1.672,0.473,40,5.08,322,192.15,-33.81,10.92,-38.47,-15.59,14.63,Strong Bear,Damaged,196,6,-7.72,-0.52,1.41,Rising,Death Cross,55,-3.43,-7.35,-11.49,144.7,149.9,0.97
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,Technology,Solar,3822.72,Small,163.6,185.58,239.09,42.51,Bearish,Bearish,-23.09,-35,-37.15,6.65,1.6956,0.297,45.89,5.72,348.9,148,-53.11,10.54,-55.76,-37.15,-18.44,Strong Bear,Damaged,189,5,-10.85,-0.76,1.21,Rising,Death Cross,359,-7.5,-10.18,-25.51,149,188,0.79
GMMPFAUDLR.NS,GMM Pfaudler Limited,Industrials,Specialty Industrial Machinery,3795.05,Small,843.65,927.9,1067.49,42.37,Bearish,Bearish,-22.09,-23.4,-19.33,43.77,0.6256,-0.1,31.28,4.4,1418,784,-40.5,7.61,-43.43,-19.33,-18.61,Strong Bear,Damaged,174,5,-5.15,-0.75,1.29,Rising,Death Cross,140,-1.46,-9.17,-13.91,42.6,62,0.69
EPIGRAL.NS,Epigral Limited,Basic Materials,Chemicals,3749.2,Small,869.05,970.58,1351.45,46.17,Bullish,Bearish,-31.98,-49.32,-54.74,13.85,1.3986,-0.397,39.02,4.69,2114,807,-58.89,7.69,-61.2,-54.74,,Strong Bear,Damaged,175,4,4.48,-1.26,0.89,Stable,Death Cross,133,4.87,-19.07,-39.83,73.9,164.5,0.45
UNIMECH.NS,UNIMECH AEROSPACE N MFG L,Industrials,Aerospace & Defense,3680.51,Small,723.7,852.25,976.32,35.6,Bearish,Bearish,-20.79,-32.1,-29.56,74.38,1.0615,1.8757,44.46,5.89,1397,695,-48.2,4.13,-48.26,-29.56,,Strong Bear,Damaged,213,2,-12.58,-0.72,0.97,Stable,Death Cross,173,-8.46,-7.88,-22.61,98.6,126.3,0.78
STYL.NS,SESHAASAI TECHNOLOGIES L,Technology,Software - Infrastructure,3635.78,Small,224.7,250.24,318,40.77,Bearish,Bearish,-16.72,,,38.47,0.8534,,40.56,5.3,437.45,209.11,-48.63,7.46,-50.35,,,Strong Bear,Damaged,130,1,-2.96,,1.25,Rising,Death Cross,115,2.52,-3.8,,-32,103.1,-0.31
TEXRAIL.NS,Texmaco Rail & Engineering Limited,Industrials,Railroads,3597.47,Small,88.4,103.96,129.25,41.61,Bullish,Bearish,-35.27,-37.22,-39.4,-19.17,1.7407,0.303,42.24,5.49,189,78.05,-53.23,13.26,-55.76,-39.4,25.74,Strong Bear,Damaged,210,5,-4.55,-0.88,1.4,Rising,Death Cross,314,-5.26,-22.36,-27.73,153.8,199.3,0.77
VSTIND.NS,VST Industries Limited,Consumer Defensive,Tobacco,3579.58,Small,211.13,227.7,253.21,41.85,Bearish,Bearish,-18.09,-19.86,-20.07,-38.8,0.8452,-0.008,25.47,3.75,334.65,200,-36.91,5.57,-37.48,-20.07,-6.49,Strong Bear,Damaged,244,4,-4.14,-0.78,1.4,Rising,Death Cross,355,0.88,-5.17,-10.37,70.7,91.9,0.77
INDIGOPNTS.NS,Indigo Paints Limited,Basic Materials,Specialty Chemicals,3573.53,Small,749.55,905.59,1068.26,35.14,Bullish,Bearish,-33.49,-31.75,-24.91,131.58,0.9877,0.101,33.34,4.51,1345.9,708.05,-44.31,5.86,-46.4,-24.91,-10.45,Strong Bear,Damaged,95,5,-9.73,-0.95,1.3,Rising,Death Cross,44,-9.84,-20.57,-22.27,84.2,109.8,0.77
EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,Specialty Retail,3570.08,Small,92.79,96.5,117.72,49.21,Bullish,Bearish,-8.99,-38.62,-25.24,-65.22,1.3202,0.014,47.67,5.11,168.5,84.9,-44.93,9.29,-47.62,-25.24,10.25,Strong Bear,Damaged,136,5,-4.44,-0.81,0.99,Stable,Death Cross,360,3.61,3.92,-29.13,152.3,168.7,0.9
OSWALPUMPS.NS,OSWAL PUMPS LIMITED,Industrials,Electrical Equipment & Parts,3529.88,Small,309.7,356.44,524.47,46.75,Bullish,Bearish,-42.97,-60.44,,5.51,1.7804,0.2383,45.17,5.83,888.4,283.1,-65.14,9.4,-66.83,,,Strong Bear,Damaged,158,4,10.71,-1.34,1.26,Rising,Death Cross,89,7.44,-30.05,-50.55,136.7,219.1,0.62
TARC.NS,TARC Limited,Real Estate,Real Estate - Development,3529.35,Small,119.6,139.61,153.93,38.63,Bearish,Bearish,-27.12,-26.81,-6.18,-14.94,1.3013,-0.177,44.48,6.28,206.1,109.1,-41.97,9.62,-44.97,-6.18,47.07,Strong Bear,Damaged,185,6,-11.14,-0.6,1.13,Stable,Death Cross,145,-9.13,-14.21,-17.32,125,115.5,1.08
TRUALT.NS,TRUALT BIOENERGY LIMITED,Energy,Oil & Gas Refining & Marketing,3525.78,Small,410.75,398.13,445.83,55.1,Bullish,Bearish,2,,,-22.95,1.0336,,50.24,5.09,549,310.2,-25.18,32.41,-39.8,,,Strong Bear,Damaged,128,3,1.18,,1.05,Stable,Death Cross,126,12.9,14.91,,126.1,145.9,0.86
ANUP.NS,The Anup Engineering Limited,Industrials,Specialty Industrial Machinery,3484.35,Small,1728.8,1744.41,2156.59,55.04,Bullish,Bullish,-23.05,-26.88,-48.38,11.41,1.6533,-0.217,45.08,5.5,3468,1422.3,-50.15,21.55,-58.86,-48.38,47.8,Strong Bear,Damaged,264,3,14.84,-0.6,1.04,Stable,Death Cross,176,18.21,-10.13,-17.39,109.3,175.3,0.62
KNRCON.NS,KNR Constructions Limited,Industrials,Engineering & Construction,3482.39,Small,123.81,132.11,172.24,49.53,Bullish,Bearish,-25.91,-38.38,-48.49,449.84,1.0337,0.269,35.9,5.5,247.8,108.65,-50.04,13.95,-54.69,-48.49,-23.44,Strong Bear,Damaged,244,4,0.71,-1.07,1.18,Rising,Death Cross,301,3.12,-13,-28.89,63.2,135.9,0.47
