Symbol,Name,Sector,Industry,Market Cap (Cr),Cap Category,Current Price,EMA 50,EMA 200,RSI 14,MACD Signal,Supertrend,ROC 3M %,ROC 6M %,ROC 12M %,Vol ROC 1M %,Beta 1Y (Daily),Beta 5Y (Monthly),SD 1Y %,ATR % (14D),52W High,52W Low,% from 52W High,% from 52W Low,1Y Max Drawdown %,1Y CAGR %,3Y CAGR %,Market Regime,Drawdown Status,Days Since 52W High,Trend Consistency (12M),Momentum Acceleration,Momentum Quality,Vol Ratio (20D/60D),Vol Trend,EMA Cross,Days Since EMA Cross,RS vs Nifty 1M %,RS vs Nifty 3M %,RS vs Nifty 6M %,Up Capture Ratio,Down Capture Ratio,Capture Ratio
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,276953.01,Large,449.4,434.69,400.68,52.98,Bearish,Bullish,13.65,19.15,18.47,89.1,0.6222,-0.024,21.5,3.04,476,356,-5.59,26.24,-10.27,18.47,34.75,Strong Bull,Recovering,14,6,-0.88,0.89,0.99,Stable,Golden Cross,135,14.72,26.56,28.64,86.3,58.5,1.48
POWERGRID.NS,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,272321.66,Large,292.8,289.78,280.49,46.48,Bearish,Bullish,13.62,5.86,3.6,6.11,0.7034,0.22,21.48,3.01,322,250,-9.07,17.12,-18.92,3.6,24.73,Bull,Correcting,246,4,-7.99,0.27,0.72,Falling,Golden Cross,26,7.6,26.53,15.35,86.3,75.4,1.14
VEDL.NS,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,264661.32,Large,677.2,660.81,557,51.75,Bearish,Bearish,16.09,49.14,53.55,-6.88,1.2395,0.727,32.33,3.81,769.8,363,-12.03,86.56,-21.55,53.55,49.33,Strong Bull,Correcting,44,10,-12,1.52,0.81,Falling,Golden Cross,586,4.41,29,58.63,162.5,95,1.71
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,263107.8,Large,1647,1876.19,1955.39,30.78,Bearish,Bearish,-18.15,-19.09,-13.01,117.08,1.2381,0.207,23.54,3.01,2195,1627,-24.97,1.23,-25.03,-13.01,6.11,Strong Bear,Damaged,114,7,-13.27,-0.81,1.32,Rising,Death Cross,15,-8.27,-5.23,-9.6,122.5,131.4,0.93
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,250936.22,Large,1842.5,2050.24,2268.28,38.39,Bearish,Bearish,-16.37,-28.49,-22.18,39.84,1.6755,0.396,33.48,3.95,2695,1753,-31.63,5.11,-34.28,-22.18,-2.37,Strong Bear,Damaged,135,5,-11.41,-0.85,0.87,Stable,Death Cross,363,-5.82,-3.46,-19,158.2,176.1,0.9
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,248409.1,Large,8895.5,9334.31,9071.81,42.07,Bearish,Bearish,-2.11,0.6,12.25,38.7,1.1183,0.639,23.16,2.98,10187,7089.35,-12.68,25.48,-13.19,12.25,36.54,Bull,Correcting,24,9,-11.31,0.03,1.38,Rising,Golden Cross,151,-0.96,10.81,10.09,112.4,89.8,1.25
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,245493.92,Large,3670.8,4009.36,4295.88,39.3,Bearish,Bearish,-15.39,-22.49,-10.07,-13.84,0.8991,0.304,28.34,3.31,5165,3479.1,-28.93,5.51,-31.2,-10.07,41.25,Strong Bear,Damaged,228,4,-3.31,-0.79,0.99,Stable,Death Cross,68,2.62,-2.47,-13,94.2,98.6,0.96
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,242702.17,Large,194.6,194.08,177.6,49.28,Bullish,Bearish,12.94,12.89,25.7,7.46,1.4525,0.852,30.1,3.45,216.45,125.3,-10.09,55.31,-18.85,25.7,25.69,Strong Bull,Correcting,24,8,-14.02,0.43,1.29,Rising,Golden Cross,226,1.34,25.86,22.38,155.5,114.5,1.36
NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,Packaged Foods,227695.37,Large,1180.8,1243.95,1229.91,36.93,Bearish,Bearish,-7.25,1.17,5.34,29.82,0.6905,0.258,18.96,2.28,1340.4,1074,-11.91,9.94,-11.96,5.34,9.68,Bear,Correcting,43,7,-7.99,0.06,1.01,Stable,Golden Cross,149,0.64,5.66,10.65,80.5,68.4,1.18
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,221596.85,Large,524.45,569.11,532.14,42.74,Bearish,Bearish,-15.21,12.36,18,-51.63,1.3129,0.488,38.56,4.18,733,388.55,-28.45,34.98,-32.94,18,26.95,Bear,Damaged,45,7,-8.93,0.32,0.96,Stable,Golden Cross,130,-2.95,-2.3,21.85,125.3,89.8,1.4
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,215520.48,Large,236.52,253.59,274.38,46.88,Bullish,Bearish,-16.05,-29.57,3.96,17.95,1.3316,0.191,35.71,4.28,368.45,194.8,-35.81,21.42,-39.13,3.96,70.46,Strong Bear,Damaged,120,6,1.3,-0.83,1.06,Stable,Death Cross,25,7,-3.14,-20.08,134.5,113.5,1.19
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,213363.93,Large,2225.8,2369.86,2502.34,45.17,Bullish,Bearish,-19.8,-7.27,-3.13,9.21,0.7661,0.127,22.22,2.89,2985.7,2115,-25.45,5.24,-28.54,-3.13,-7.13,Strong Bear,Damaged,83,6,-0.46,-0.33,1.26,Rising,Death Cross,25,3.99,-6.89,2.22,72.8,70.7,1.03
